feature_frequency,feature_angle_of_attack,feature_chord_length,feature_free_stream_velocity,intermediate_suction_side_displacement_thickness,target_scaled_sound_pressure_level,ID_row
800,0.0,0.1524,31.7,0.00209405,129.117,500
1000,0.0,0.1524,31.7,0.00209405,130.987,501
1250,0.0,0.1524,31.7,0.00209405,131.467,502
1600,0.0,0.1524,31.7,0.00209405,130.817,503
2000,0.0,0.1524,31.7,0.00209405,128.907,504
2500,0.0,0.1524,31.7,0.00209405,125.867,505
3150,0.0,0.1524,31.7,0.00209405,124.207,506
4000,0.0,0.1524,31.7,0.00209405,123.807,507
5000,0.0,0.1524,31.7,0.00209405,122.397,508
6300,0.0,0.1524,31.7,0.00209405,119.737,509
8000,0.0,0.1524,31.7,0.00209405,117.957,510
630,2.7,0.1524,71.3,0.00243851,127.404,511
800,2.7,0.1524,71.3,0.00243851,127.394,512
1000,2.7,0.1524,71.3,0.00243851,128.774,513
1250,2.7,0.1524,71.3,0.00243851,130.144,514
1600,2.7,0.1524,71.3,0.00243851,130.644,515
2000,2.7,0.1524,71.3,0.00243851,130.114,516
2500,2.7,0.1524,71.3,0.00243851,128.334,517
3150,2.7,0.1524,71.3,0.00243851,127.054,518
4000,2.7,0.1524,71.3,0.00243851,126.534,519
5000,2.7,0.1524,71.3,0.00243851,124.364,520
6300,2.7,0.1524,71.3,0.00243851,121.944,521
8000,2.7,0.1524,71.3,0.00243851,120.534,522
10000,2.7,0.1524,71.3,0.00243851,116.724,523
12500,2.7,0.1524,71.3,0.00243851,113.034,524
16000,2.7,0.1524,71.3,0.00243851,110.364,525
500,2.7,0.1524,39.6,0.00294804,121.009,526
630,2.7,0.1524,39.6,0.00294804,125.809,527
800,2.7,0.1524,39.6,0.00294804,128.829,528
1000,2.7,0.1524,39.6,0.00294804,130.589,529
1250,2.7,0.1524,39.6,0.00294804,130.829,530
1600,2.7,0.1524,39.6,0.00294804,130.049,531
2000,2.7,0.1524,39.6,0.00294804,128.139,532
2500,2.7,0.1524,39.6,0.00294804,125.589,533
3150,2.7,0.1524,39.6,0.00294804,122.919,534
4000,2.7,0.1524,39.6,0.00294804,121.889,535
5000,2.7,0.1524,39.6,0.00294804,121.499,536
6300,2.7,0.1524,39.6,0.00294804,119.209,537
8000,2.7,0.1524,39.6,0.00294804,116.659,538
10000,2.7,0.1524,39.6,0.00294804,112.589,539
12500,2.7,0.1524,39.6,0.00294804,108.649,540
400,5.4,0.1524,71.3,0.00401199,124.121,541
500,5.4,0.1524,71.3,0.00401199,126.291,542
630,5.4,0.1524,71.3,0.00401199,128.971,543
800,5.4,0.1524,71.3,0.00401199,131.281,544
1000,5.4,0.1524,71.3,0.00401199,133.201,545
1250,5.4,0.1524,71.3,0.00401199,134.111,546
1600,5.4,0.1524,71.3,0.00401199,133.241,547
2000,5.4,0.1524,71.3,0.00401199,131.111,548
2500,5.4,0.1524,71.3,0.00401199,127.591,549
3150,5.4,0.1524,71.3,0.00401199,123.311,550
4000,5.4,0.1524,71.3,0.00401199,121.431,551
5000,5.4,0.1524,71.3,0.00401199,120.061,552
6300,5.4,0.1524,71.3,0.00401199,116.411,553
400,5.4,0.1524,55.5,0.00433288,126.807,554
500,5.4,0.1524,55.5,0.00433288,129.367,555
630,5.4,0.1524,55.5,0.00433288,131.807,556
800,5.4,0.1524,55.5,0.00433288,133.097,557
1000,5.4,0.1524,55.5,0.00433288,132.127,558
1250,5.4,0.1524,55.5,0.00433288,130.777,559
1600,5.4,0.1524,55.5,0.00433288,130.567,560
2000,5.4,0.1524,55.5,0.00433288,128.707,561
2500,5.4,0.1524,55.5,0.00433288,124.077,562
3150,5.4,0.1524,55.5,0.00433288,121.587,563
4000,5.4,0.1524,55.5,0.00433288,119.737,564
5000,5.4,0.1524,55.5,0.00433288,118.757,565
6300,5.4,0.1524,55.5,0.00433288,117.287,566
8000,5.4,0.1524,55.5,0.00433288,114.927,567
315,5.4,0.1524,39.6,0.00485029,125.347,568
400,5.4,0.1524,39.6,0.00485029,127.637,569
500,5.4,0.1524,39.6,0.00485029,129.937,570
630,5.4,0.1524,39.6,0.00485029,132.357,571
800,5.4,0.1524,39.6,0.00485029,132.757,572
1000,5.4,0.1524,39.6,0.00485029,130.507,573
1250,5.4,0.1524,39.6,0.00485029,127.117,574
1600,5.4,0.1524,39.6,0.00485029,126.267,575
2000,5.4,0.1524,39.6,0.00485029,124.647,576
2500,5.4,0.1524,39.6,0.00485029,120.497,577
3150,5.4,0.1524,39.6,0.00485029,119.137,578
4000,5.4,0.1524,39.6,0.00485029,117.137,579
5000,5.4,0.1524,39.6,0.00485029,117.037,580
6300,5.4,0.1524,39.6,0.00485029,116.677,581
315,5.4,0.1524,31.7,0.00525474,125.741,582
400,5.4,0.1524,31.7,0.00525474,127.781,583
500,5.4,0.1524,31.7,0.00525474,129.681,584
630,5.4,0.1524,31.7,0.00525474,131.471,585
800,5.4,0.1524,31.7,0.00525474,131.491,586
1000,5.4,0.1524,31.7,0.00525474,128.241,587
1250,5.4,0.1524,31.7,0.00525474,123.991,588
1600,5.4,0.1524,31.7,0.00525474,123.761,589
2000,5.4,0.1524,31.7,0.00525474,122.771,590
2500,5.4,0.1524,31.7,0.00525474,119.151,591
3150,5.4,0.1524,31.7,0.00525474,118.291,592
4000,5.4,0.1524,31.7,0.00525474,116.181,593
5000,5.4,0.1524,31.7,0.00525474,115.691,594
6300,5.4,0.1524,31.7,0.00525474,115.591,595
315,7.2,0.1524,71.3,0.00752039,128.713,596
400,7.2,0.1524,71.3,0.00752039,130.123,597
500,7.2,0.1524,71.3,0.00752039,132.043,598
630,7.2,0.1524,71.3,0.00752039,134.853,599
800,7.2,0.1524,71.3,0.00752039,136.023,600
1000,7.2,0.1524,71.3,0.00752039,134.273,601
1250,7.2,0.1524,71.3,0.00752039,132.513,602
1600,7.2,0.1524,71.3,0.00752039,130.893,603
2000,7.2,0.1524,71.3,0.00752039,128.643,604
2500,7.2,0.1524,71.3,0.00752039,124.353,605
3150,7.2,0.1524,71.3,0.00752039,116.783,606
4000,7.2,0.1524,71.3,0.00752039,119.343,607
5000,7.2,0.1524,71.3,0.00752039,118.343,608
6300,7.2,0.1524,71.3,0.00752039,116.603,609
8000,7.2,0.1524,71.3,0.00752039,113.333,610
10000,7.2,0.1524,71.3,0.00752039,110.313,611
250,7.2,0.1524,39.6,0.00909175,127.488,612
315,7.2,0.1524,39.6,0.00909175,130.558,613
400,7.2,0.1524,39.6,0.00909175,132.118,614
500,7.2,0.1524,39.6,0.00909175,132.658,615
630,7.2,0.1524,39.6,0.00909175,133.198,616
800,7.2,0.1524,39.6,0.00909175,132.358,617
1000,7.2,0.1524,39.6,0.00909175,128.338,618
1250,7.2,0.1524,39.6,0.00909175,122.428,619
1600,7.2,0.1524,39.6,0.00909175,120.058,620
2000,7.2,0.1524,39.6,0.00909175,120.228,621
2500,7.2,0.1524,39.6,0.00909175,117.478,622
3150,7.2,0.1524,39.6,0.00909175,111.818,623
4000,7.2,0.1524,39.6,0.00909175,114.258,624
5000,7.2,0.1524,39.6,0.00909175,113.288,625
6300,7.2,0.1524,39.6,0.00909175,112.688,626
8000,7.2,0.1524,39.6,0.00909175,111.588,627
10000,7.2,0.1524,39.6,0.00909175,110.868,628
200,9.9,0.1524,71.3,0.0193001,134.319,629
250,9.9,0.1524,71.3,0.0193001,135.329,630
315,9.9,0.1524,71.3,0.0193001,135.459,631
400,9.9,0.1524,71.3,0.0193001,135.079,632
500,9.9,0.1524,71.3,0.0193001,131.279,633
630,9.9,0.1524,71.3,0.0193001,129.889,634
800,9.9,0.1524,71.3,0.0193001,128.879,635
1000,9.9,0.1524,71.3,0.0193001,126.349,636
1250,9.9,0.1524,71.3,0.0193001,122.679,637
1600,9.9,0.1524,71.3,0.0193001,121.789,638
2000,9.9,0.1524,71.3,0.0193001,120.779,639
2500,9.9,0.1524,71.3,0.0193001,119.639,640
3150,9.9,0.1524,71.3,0.0193001,116.849,641
4000,9.9,0.1524,71.3,0.0193001,115.079,642
5000,9.9,0.1524,71.3,0.0193001,114.569,643
6300,9.9,0.1524,71.3,0.0193001,112.039,644
200,9.9,0.1524,55.5,0.0208438,131.955,645
250,9.9,0.1524,55.5,0.0208438,133.235,646
315,9.9,0.1524,55.5,0.0208438,132.355,647
400,9.9,0.1524,55.5,0.0208438,131.605,648
500,9.9,0.1524,55.5,0.0208438,127.815,649
630,9.9,0.1524,55.5,0.0208438,127.315,650
800,9.9,0.1524,55.5,0.0208438,126.565,651
1000,9.9,0.1524,55.5,0.0208438,124.665,652
1250,9.9,0.1524,55.5,0.0208438,121.635,653
1600,9.9,0.1524,55.5,0.0208438,119.875,654
2000,9.9,0.1524,55.5,0.0208438,119.505,655
2500,9.9,0.1524,55.5,0.0208438,118.365,656
3150,9.9,0.1524,55.5,0.0208438,115.085,657
4000,9.9,0.1524,55.5,0.0208438,112.945,658
5000,9.9,0.1524,55.5,0.0208438,112.065,659
6300,9.9,0.1524,55.5,0.0208438,110.555,660
200,9.9,0.1524,39.6,0.0233328,127.315,661
250,9.9,0.1524,39.6,0.0233328,128.335,662
315,9.9,0.1524,39.6,0.0233328,128.595,663
400,9.9,0.1524,39.6,0.0233328,128.345,664
500,9.9,0.1524,39.6,0.0233328,126.835,665
630,9.9,0.1524,39.6,0.0233328,126.465,666
800,9.9,0.1524,39.6,0.0233328,126.345,667
1000,9.9,0.1524,39.6,0.0233328,123.835,668
1250,9.9,0.1524,39.6,0.0233328,120.555,669
1600,9.9,0.1524,39.6,0.0233328,118.545,670
2000,9.9,0.1524,39.6,0.0233328,117.925,671
2500,9.9,0.1524,39.6,0.0233328,116.295,672
3150,9.9,0.1524,39.6,0.0233328,113.525,673
4000,9.9,0.1524,39.6,0.0233328,112.265,674
5000,9.9,0.1524,39.6,0.0233328,111.135,675
6300,9.9,0.1524,39.6,0.0233328,109.885,676
200,9.9,0.1524,31.7,0.0252785,127.299,677
250,9.9,0.1524,31.7,0.0252785,128.559,678
315,9.9,0.1524,31.7,0.0252785,128.809,679
400,9.9,0.1524,31.7,0.0252785,128.939,680
500,9.9,0.1524,31.7,0.0252785,127.179,681
630,9.9,0.1524,31.7,0.0252785,126.049,682
800,9.9,0.1524,31.7,0.0252785,125.539,683
1000,9.9,0.1524,31.7,0.0252785,122.149,684
1250,9.9,0.1524,31.7,0.0252785,118.619,685
1600,9.9,0.1524,31.7,0.0252785,117.119,686
2000,9.9,0.1524,31.7,0.0252785,116.859,687
2500,9.9,0.1524,31.7,0.0252785,114.729,688
3150,9.9,0.1524,31.7,0.0252785,112.209,689
4000,9.9,0.1524,31.7,0.0252785,111.459,690
5000,9.9,0.1524,31.7,0.0252785,109.949,691
6300,9.9,0.1524,31.7,0.0252785,108.689,692
200,12.6,0.1524,71.3,0.0483159,128.354,693
250,12.6,0.1524,71.3,0.0483159,129.744,694
315,12.6,0.1524,71.3,0.0483159,128.484,695
400,12.6,0.1524,71.3,0.0483159,127.094,696
500,12.6,0.1524,71.3,0.0483159,121.664,697
630,12.6,0.1524,71.3,0.0483159,123.304,698
800,12.6,0.1524,71.3,0.0483159,123.054,699
1000,12.6,0.1524,71.3,0.0483159,122.044,700
1250,12.6,0.1524,71.3,0.0483159,120.154,701
1600,12.6,0.1524,71.3,0.0483159,120.534,702
2000,12.6,0.1524,71.3,0.0483159,117.504,703
2500,12.6,0.1524,71.3,0.0483159,115.234,704
3150,12.6,0.1524,71.3,0.0483159,113.334,705
4000,12.6,0.1524,71.3,0.0483159,108.034,706
5000,12.6,0.1524,71.3,0.0483159,108.034,707
6300,12.6,0.1524,71.3,0.0483159,107.284,708
200,12.6,0.1524,39.6,0.0584113,114.75,709
250,12.6,0.1524,39.6,0.0584113,115.89,710
315,12.6,0.1524,39.6,0.0584113,116.02,711
400,12.6,0.1524,39.6,0.0584113,115.91,712
500,12.6,0.1524,39.6,0.0584113,114.9,713
630,12.6,0.1524,39.6,0.0584113,116.55,714
800,12.6,0.1524,39.6,0.0584113,116.56,715
1000,12.6,0.1524,39.6,0.0584113,114.67,716
1250,12.6,0.1524,39.6,0.0584113,112.16,717
1600,12.6,0.1524,39.6,0.0584113,110.78,718
2000,12.6,0.1524,39.6,0.0584113,109.52,719
2500,12.6,0.1524,39.6,0.0584113,106.88,720
3150,12.6,0.1524,39.6,0.0584113,106.26,721
4000,12.6,0.1524,39.6,0.0584113,104.5,722
5000,12.6,0.1524,39.6,0.0584113,104.13,723
6300,12.6,0.1524,39.6,0.0584113,103.38,724
800,0.0,0.0508,71.3,0.000740478,130.96,725
1000,0.0,0.0508,71.3,0.000740478,129.45,726
1250,0.0,0.0508,71.3,0.000740478,128.56,727
1600,0.0,0.0508,71.3,0.000740478,129.68,728
2000,0.0,0.0508,71.3,0.000740478,131.06,729
2500,0.0,0.0508,71.3,0.000740478,131.31,730
3150,0.0,0.0508,71.3,0.000740478,135.07,731
4000,0.0,0.0508,71.3,0.000740478,134.43,732
5000,0.0,0.0508,71.3,0.000740478,134.43,733
6300,0.0,0.0508,71.3,0.000740478,133.04,734
8000,0.0,0.0508,71.3,0.000740478,130.89,735
10000,0.0,0.0508,71.3,0.000740478,128.74,736
12500,0.0,0.0508,71.3,0.000740478,125.22,737
800,0.0,0.0508,55.5,0.00076193,124.336,738
1000,0.0,0.0508,55.5,0.00076193,125.586,739
1250,0.0,0.0508,55.5,0.00076193,127.076,740
1600,0.0,0.0508,55.5,0.00076193,128.576,741
2000,0.0,0.0508,55.5,0.00076193,131.456,742
2500,0.0,0.0508,55.5,0.00076193,133.956,743
3150,0.0,0.0508,55.5,0.00076193,134.826,744
4000,0.0,0.0508,55.5,0.00076193,134.946,745
5000,0.0,0.0508,55.5,0.00076193,134.556,746
6300,0.0,0.0508,55.5,0.00076193,132.796,747
8000,0.0,0.0508,55.5,0.00076193,130.156,748
10000,0.0,0.0508,55.5,0.00076193,127.636,749
12500,0.0,0.0508,55.5,0.00076193,125.376,750
800,0.0,0.0508,39.6,0.000791822,126.508,751
1000,0.0,0.0508,39.6,0.000791822,127.638,752
1250,0.0,0.0508,39.6,0.000791822,129.148,753
1600,0.0,0.0508,39.6,0.000791822,130.908,754
2000,0.0,0.0508,39.6,0.000791822,132.918,755
2500,0.0,0.0508,39.6,0.000791822,134.938,756
3150,0.0,0.0508,39.6,0.000791822,135.938,757
4000,0.0,0.0508,39.6,0.000791822,135.308,758
5000,0.0,0.0508,39.6,0.000791822,134.308,759
6300,0.0,0.0508,39.6,0.000791822,131.918,760
8000,0.0,0.0508,39.6,0.000791822,128.518,761
10000,0.0,0.0508,39.6,0.000791822,125.998,762
12500,0.0,0.0508,39.6,0.000791822,123.988,763
800,0.0,0.0508,31.7,0.000812164,122.79,764
1000,0.0,0.0508,31.7,0.000812164,126.78,765
1250,0.0,0.0508,31.7,0.000812164,129.27,766
1600,0.0,0.0508,31.7,0.000812164,131.01,767
2000,0.0,0.0508,31.7,0.000812164,133.01,768
2500,0.0,0.0508,31.7,0.000812164,134.87,769
3150,0.0,0.0508,31.7,0.000812164,135.49,770
4000,0.0,0.0508,31.7,0.000812164,134.11,771
5000,0.0,0.0508,31.7,0.000812164,133.23,772
6300,0.0,0.0508,31.7,0.000812164,130.34,773
8000,0.0,0.0508,31.7,0.000812164,126.59,774
10000,0.0,0.0508,31.7,0.000812164,122.45,775
12500,0.0,0.0508,31.7,0.000812164,119.07,776
1600,4.2,0.0508,71.3,0.00142788,124.318,777
2000,4.2,0.0508,71.3,0.00142788,129.848,778
2500,4.2,0.0508,71.3,0.00142788,131.978,779
3150,4.2,0.0508,71.3,0.00142788,133.728,780
4000,4.2,0.0508,71.3,0.00142788,133.598,781
5000,4.2,0.0508,71.3,0.00142788,132.828,782
6300,4.2,0.0508,71.3,0.00142788,129.308,783
8000,4.2,0.0508,71.3,0.00142788,125.268,784
10000,4.2,0.0508,71.3,0.00142788,121.238,785
12500,4.2,0.0508,71.3,0.00142788,117.328,786
1000,4.2,0.0508,39.6,0.00152689,125.647,787
1250,4.2,0.0508,39.6,0.00152689,128.427,788
1600,4.2,0.0508,39.6,0.00152689,130.197,789
2000,4.2,0.0508,39.6,0.00152689,132.587,790
2500,4.2,0.0508,39.6,0.00152689,133.847,791
3150,4.2,0.0508,39.6,0.00152689,133.587,792
4000,4.2,0.0508,39.6,0.00152689,131.807,793
5000,4.2,0.0508,39.6,0.00152689,129.777,794
6300,4.2,0.0508,39.6,0.00152689,125.717,795
8000,4.2,0.0508,39.6,0.00152689,120.397,796
10000,4.2,0.0508,39.6,0.00152689,116.967,797
800,8.4,0.0508,71.3,0.00529514,127.556,798
1000,8.4,0.0508,71.3,0.00529514,129.946,799
1250,8.4,0.0508,71.3,0.00529514,132.086,800
1600,8.4,0.0508,71.3,0.00529514,133.846,801
2000,8.4,0.0508,71.3,0.00529514,134.476,802
2500,8.4,0.0508,71.3,0.00529514,134.226,803
3150,8.4,0.0508,71.3,0.00529514,131.966,804
4000,8.4,0.0508,71.3,0.00529514,126.926,805
5000,8.4,0.0508,71.3,0.00529514,121.146,806
400,8.4,0.0508,55.5,0.00544854,121.582,807
500,8.4,0.0508,55.5,0.00544854,123.742,808
630,8.4,0.0508,55.5,0.00544854,126.152,809
800,8.4,0.0508,55.5,0.00544854,128.562,810
1000,8.4,0.0508,55.5,0.00544854,130.722,811
1250,8.4,0.0508,55.5,0.00544854,132.252,812
1600,8.4,0.0508,55.5,0.00544854,133.032,813
2000,8.4,0.0508,55.5,0.00544854,133.042,814
2500,8.4,0.0508,55.5,0.00544854,131.542,815
3150,8.4,0.0508,55.5,0.00544854,128.402,816
4000,8.4,0.0508,55.5,0.00544854,122.612,817
5000,8.4,0.0508,55.5,0.00544854,115.812,818
400,8.4,0.0508,39.6,0.00566229,120.015,819
500,8.4,0.0508,39.6,0.00566229,122.905,820
630,8.4,0.0508,39.6,0.00566229,126.045,821
800,8.4,0.0508,39.6,0.00566229,128.435,822
1000,8.4,0.0508,39.6,0.00566229,130.195,823
1250,8.4,0.0508,39.6,0.00566229,131.205,824
1600,8.4,0.0508,39.6,0.00566229,130.965,825
2000,8.4,0.0508,39.6,0.00566229,129.965,826
2500,8.4,0.0508,39.6,0.00566229,127.465,827
3150,8.4,0.0508,39.6,0.00566229,123.965,828
4000,8.4,0.0508,39.6,0.00566229,118.955,829
400,8.4,0.0508,31.7,0.00580776,120.076,830
500,8.4,0.0508,31.7,0.00580776,122.966,831
630,8.4,0.0508,31.7,0.00580776,125.856,832
800,8.4,0.0508,31.7,0.00580776,128.246,833
1000,8.4,0.0508,31.7,0.00580776,129.516,834
1250,8.4,0.0508,31.7,0.00580776,130.156,835
1600,8.4,0.0508,31.7,0.00580776,129.296,836
2000,8.4,0.0508,31.7,0.00580776,127.686,837
2500,8.4,0.0508,31.7,0.00580776,125.576,838
3150,8.4,0.0508,31.7,0.00580776,122.086,839
4000,8.4,0.0508,31.7,0.00580776,118.106,840
200,11.2,0.0508,71.3,0.014072,125.941,841
250,11.2,0.0508,71.3,0.014072,127.101,842
315,11.2,0.0508,71.3,0.014072,128.381,843
400,11.2,0.0508,71.3,0.014072,129.281,844
500,11.2,0.0508,71.3,0.014072,130.311,845
630,11.2,0.0508,71.3,0.014072,133.611,846
800,11.2,0.0508,71.3,0.014072,136.031,847
1000,11.2,0.0508,71.3,0.014072,136.941,848
1250,11.2,0.0508,71.3,0.014072,136.191,849
1600,11.2,0.0508,71.3,0.014072,135.191,850
2000,11.2,0.0508,71.3,0.014072,133.311,851
2500,11.2,0.0508,71.3,0.014072,130.541,852
3150,11.2,0.0508,71.3,0.014072,127.141,853
4000,11.2,0.0508,71.3,0.014072,122.471,854
200,11.2,0.0508,39.6,0.0150478,125.01,855
250,11.2,0.0508,39.6,0.0150478,126.43,856
315,11.2,0.0508,39.6,0.0150478,128.99,857
400,11.2,0.0508,39.6,0.0150478,130.67,858
500,11.2,0.0508,39.6,0.0150478,131.96,859
630,11.2,0.0508,39.6,0.0150478,133.13,860
800,11.2,0.0508,39.6,0.0150478,133.79,861
1000,11.2,0.0508,39.6,0.0150478,132.43,862
1250,11.2,0.0508,39.6,0.0150478,130.05,863
1600,11.2,0.0508,39.6,0.0150478,126.54,864
2000,11.2,0.0508,39.6,0.0150478,124.42,865
2500,11.2,0.0508,39.6,0.0150478,122.17,866
3150,11.2,0.0508,39.6,0.0150478,119.67,867
4000,11.2,0.0508,39.6,0.0150478,115.52,868
200,15.4,0.0508,71.3,0.0264269,123.595,869
250,15.4,0.0508,71.3,0.0264269,124.835,870
315,15.4,0.0508,71.3,0.0264269,126.195,871
400,15.4,0.0508,71.3,0.0264269,126.805,872
500,15.4,0.0508,71.3,0.0264269,127.285,873
630,15.4,0.0508,71.3,0.0264269,129.645,874
800,15.4,0.0508,71.3,0.0264269,131.515,875
1000,15.4,0.0508,71.3,0.0264269,131.865,876
1250,15.4,0.0508,71.3,0.0264269,130.845,877
1600,15.4,0.0508,71.3,0.0264269,130.065,878
2000,15.4,0.0508,71.3,0.0264269,129.285,879
2500,15.4,0.0508,71.3,0.0264269,127.625,880
3150,15.4,0.0508,71.3,0.0264269,125.715,881
4000,15.4,0.0508,71.3,0.0264269,122.675,882
5000,15.4,0.0508,71.3,0.0264269,119.135,883
6300,15.4,0.0508,71.3,0.0264269,115.215,884
8000,15.4,0.0508,71.3,0.0264269,112.675,885
200,15.4,0.0508,55.5,0.0271925,122.94,886
250,15.4,0.0508,55.5,0.0271925,124.17,887
315,15.4,0.0508,55.5,0.0271925,125.39,888
400,15.4,0.0508,55.5,0.0271925,126.5,889
500,15.4,0.0508,55.5,0.0271925,127.22,890
630,15.4,0.0508,55.5,0.0271925,129.33,891
800,15.4,0.0508,55.5,0.0271925,130.43,892
1000,15.4,0.0508,55.5,0.0271925,130.4,893
1250,15.4,0.0508,55.5,0.0271925,130.0,894
1600,15.4,0.0508,55.5,0.0271925,128.2,895
2000,15.4,0.0508,55.5,0.0271925,127.04,896
2500,15.4,0.0508,55.5,0.0271925,125.63,897
3150,15.4,0.0508,55.5,0.0271925,123.46,898
4000,15.4,0.0508,55.5,0.0271925,120.92,899
5000,15.4,0.0508,55.5,0.0271925,117.11,900
6300,15.4,0.0508,55.5,0.0271925,112.93,901
200,15.4,0.0508,39.6,0.0282593,121.783,902
250,15.4,0.0508,39.6,0.0282593,122.893,903
315,15.4,0.0508,39.6,0.0282593,124.493,904
400,15.4,0.0508,39.6,0.0282593,125.353,905
500,15.4,0.0508,39.6,0.0282593,125.963,906
630,15.4,0.0508,39.6,0.0282593,127.443,907
800,15.4,0.0508,39.6,0.0282593,128.423,908
1000,15.4,0.0508,39.6,0.0282593,127.893,909
1250,15.4,0.0508,39.6,0.0282593,126.743,910
1600,15.4,0.0508,39.6,0.0282593,124.843,911
2000,15.4,0.0508,39.6,0.0282593,123.443,912
2500,15.4,0.0508,39.6,0.0282593,122.413,913
3150,15.4,0.0508,39.6,0.0282593,120.513,914
4000,15.4,0.0508,39.6,0.0282593,118.113,915
5000,15.4,0.0508,39.6,0.0282593,114.453,916
6300,15.4,0.0508,39.6,0.0282593,109.663,917
200,15.4,0.0508,31.7,0.0289853,119.975,918
250,15.4,0.0508,31.7,0.0289853,121.225,919
315,15.4,0.0508,31.7,0.0289853,122.845,920
400,15.4,0.0508,31.7,0.0289853,123.705,921
500,15.4,0.0508,31.7,0.0289853,123.695,922
630,15.4,0.0508,31.7,0.0289853,124.685,923
800,15.4,0.0508,31.7,0.0289853,125.555,924
1000,15.4,0.0508,31.7,0.0289853,124.525,925
1250,15.4,0.0508,31.7,0.0289853,123.255,926
1600,15.4,0.0508,31.7,0.0289853,121.485,927
2000,15.4,0.0508,31.7,0.0289853,120.835,928
2500,15.4,0.0508,31.7,0.0289853,119.945,929
3150,15.4,0.0508,31.7,0.0289853,118.045,930
4000,15.4,0.0508,31.7,0.0289853,115.635,931
5000,15.4,0.0508,31.7,0.0289853,112.355,932
6300,15.4,0.0508,31.7,0.0289853,108.185,933
200,19.7,0.0508,71.3,0.0341183,118.005,934
250,19.7,0.0508,71.3,0.0341183,119.115,935
315,19.7,0.0508,71.3,0.0341183,121.235,936
400,19.7,0.0508,71.3,0.0341183,123.865,937
500,19.7,0.0508,71.3,0.0341183,126.995,938
630,19.7,0.0508,71.3,0.0341183,128.365,939
800,19.7,0.0508,71.3,0.0341183,124.555,940
1000,19.7,0.0508,71.3,0.0341183,121.885,941
1250,19.7,0.0508,71.3,0.0341183,121.485,942
1600,19.7,0.0508,71.3,0.0341183,120.575,943
2000,19.7,0.0508,71.3,0.0341183,120.055,944
2500,19.7,0.0508,71.3,0.0341183,118.385,945
3150,19.7,0.0508,71.3,0.0341183,116.225,946
4000,19.7,0.0508,71.3,0.0341183,113.045,947
200,19.7,0.0508,39.6,0.036484,125.974,948
250,19.7,0.0508,39.6,0.036484,127.224,949
315,19.7,0.0508,39.6,0.036484,129.864,950
400,19.7,0.0508,39.6,0.036484,130.614,951
500,19.7,0.0508,39.6,0.036484,128.444,952
630,19.7,0.0508,39.6,0.036484,120.324,953
800,19.7,0.0508,39.6,0.036484,119.174,954
1000,19.7,0.0508,39.6,0.036484,118.904,955
1250,19.7,0.0508,39.6,0.036484,118.634,956
1600,19.7,0.0508,39.6,0.036484,117.604,957
2000,19.7,0.0508,39.6,0.036484,117.724,958
2500,19.7,0.0508,39.6,0.036484,116.184,959
3150,19.7,0.0508,39.6,0.036484,113.004,960
4000,19.7,0.0508,39.6,0.036484,108.684,961
2500,0.0,0.0254,71.3,0.000400682,133.707,962
3150,0.0,0.0254,71.3,0.000400682,137.007,963
4000,0.0,0.0254,71.3,0.000400682,138.557,964
5000,0.0,0.0254,71.3,0.000400682,136.837,965
6300,0.0,0.0254,71.3,0.000400682,134.987,966
8000,0.0,0.0254,71.3,0.000400682,129.867,967
10000,0.0,0.0254,71.3,0.000400682,130.787,968
12500,0.0,0.0254,71.3,0.000400682,133.207,969
16000,0.0,0.0254,71.3,0.000400682,130.477,970
20000,0.0,0.0254,71.3,0.000400682,123.217,971
2000,0.0,0.0254,55.5,0.00041229,127.623,972
2500,0.0,0.0254,55.5,0.00041229,130.073,973
3150,0.0,0.0254,55.5,0.00041229,130.503,974
4000,0.0,0.0254,55.5,0.00041229,133.223,975
5000,0.0,0.0254,55.5,0.00041229,135.803,976
6300,0.0,0.0254,55.5,0.00041229,136.103,977
8000,0.0,0.0254,55.5,0.00041229,136.163,978
10000,0.0,0.0254,55.5,0.00041229,134.563,979
12500,0.0,0.0254,55.5,0.00041229,131.453,980
16000,0.0,0.0254,55.5,0.00041229,125.683,981
20000,0.0,0.0254,55.5,0.00041229,121.933,982
1600,0.0,0.0254,39.6,0.000428464,124.156,983
2000,0.0,0.0254,39.6,0.000428464,130.026,984
2500,0.0,0.0254,39.6,0.000428464,131.836,985
3150,0.0,0.0254,39.6,0.000428464,133.276,986
4000,0.0,0.0254,39.6,0.000428464,135.346,987
5000,0.0,0.0254,39.6,0.000428464,136.536,988
6300,0.0,0.0254,39.6,0.000428464,136.826,989
8000,0.0,0.0254,39.6,0.000428464,135.866,990
10000,0.0,0.0254,39.6,0.000428464,133.376,991
12500,0.0,0.0254,39.6,0.000428464,129.116,992
16000,0.0,0.0254,39.6,0.000428464,124.986,993
1000,0.0,0.0254,31.7,0.000439472,125.127,994
1250,0.0,0.0254,31.7,0.000439472,127.947,995
1600,0.0,0.0254,31.7,0.000439472,129.267,996
2000,0.0,0.0254,31.7,0.000439472,130.697,997
2500,0.0,0.0254,31.7,0.000439472,132.897,998
3150,0.0,0.0254,31.7,0.000439472,135.227,999
4000,0.0,0.0254,31.7,0.000439472,137.047,1000
5000,0.0,0.0254,31.7,0.000439472,138.607,1001
6300,0.0,0.0254,31.7,0.000439472,138.537,1002
