feature_temperature,feature_relative_humidity,feature_absolute_humidity,feature_hour_sin,feature_hour_cos,feature_dayofweek_sin,feature_dayofweek_cos,intermediate_sensor_co,intermediate_sensor_nmhc,intermediate_sensor_nox,intermediate_sensor_no2,intermediate_sensor_o3,target_co,target_benzene,target_nox,target_no2,split
15.2,62.4,1.0726,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1115.0,782.0,980.0,1500.0,752.0,,5.4,,,train
14.7,65.0,1.0766,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1124.0,793.0,965.0,1521.0,791.0,,5.6,,,train
14.3,65.3,1.0594,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1028.0,682.0,1090.0,1448.0,697.0,,3.5,,,train
13.7,66.5,1.0393,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1010.0,650.0,1171.0,1434.0,664.0,,3.0,,,train
12.9,69.1,1.0264,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1074.0,731.0,1020.0,1488.0,891.0,,4.4,,,train
13.7,64.8,1.0135,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1034.0,684.0,1110.0,1423.0,813.0,,3.5,,,train
15.3,59.0,1.0181,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1130.0,720.0,1063.0,1461.0,828.0,,4.2,,,train
18.1,49.8,1.0272,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1275.0,900.0,868.0,1634.0,1057.0,,8.0,,,train
21.5,40.7,1.0301,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1324.0,939.0,846.0,1658.0,1011.0,,9.0,,,train
23.3,37.1,1.0457,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1268.0,902.0,906.0,1589.0,932.0,,8.1,,,train
25.1,33.8,1.0594,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1272.0,924.0,895.0,1603.0,881.0,,8.6,,,train
25.6,32.1,1.0393,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1160.0,860.0,969.0,1531.0,646.0,,7.1,,,train
25.8,31.1,1.0143,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1136.0,792.0,1057.0,1476.0,536.0,,5.6,,,train
26.1,30.8,1.0253,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1296.0,977.0,863.0,1642.0,746.0,,10.0,,,train
24.4,36.0,1.085,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1345.0,996.0,841.0,1678.0,833.0,,10.5,,,train
23.0,36.2,1.0053,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1296.0,983.0,845.0,1626.0,802.0,,10.1,,,train
22.1,39.3,1.0336,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1258.0,977.0,838.0,1636.0,838.0,,10.0,,,train
19.8,44.6,1.0208,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1420.0,1085.0,755.0,1756.0,1051.0,,13.0,,,train
18.5,48.9,1.0323,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1366.0,997.0,830.0,1673.0,1041.0,,10.5,,,train
16.6,56.1,1.0481,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1113.0,772.0,989.0,1493.0,646.0,,5.2,,,train
15.8,58.8,1.0464,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1196.0,853.0,909.0,1556.0,769.0,,6.9,,,train
15.3,60.8,1.0501,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1188.0,829.0,930.0,1540.0,785.0,,6.4,,,train
14.7,64.4,1.0717,0.0,1.0,0.0,1.0,1102.0,750.0,1007.0,1470.0,613.0,,4.7,,,train
14.8,63.3,1.0584,0.25881904510252074,0.9659258262890683,0.0,1.0,969.0,611.0,1239.0,1330.0,430.0,,2.4,,,train
15.0,61.5,1.0418,0.49999999999999994,0.8660254037844387,0.0,1.0,983.0,600.0,1233.0,1375.0,485.0,,2.2,,,train
15.5,56.9,0.9961,0.7071067811865475,0.7071067811865476,0.0,1.0,876.0,505.0,1456.0,1294.0,467.0,,1.1,,,train
16.0,54.0,0.9742,0.8660254037844386,0.5000000000000001,0.0,1.0,884.0,489.0,1536.0,1278.0,436.0,,0.9,,,train
13.5,63.9,0.9809,0.9659258262890683,0.25881904510252074,0.0,1.0,1024.0,658.0,1175.0,1417.0,682.0,,3.1,,,train
12.9,65.3,0.9688,1.0,6.123233995736766e-17,0.0,1.0,1126.0,822.0,945.0,1541.0,927.0,,6.2,,,train
13.4,62.5,0.9582,0.9659258262890683,-0.25881904510252063,0.0,1.0,1415.0,1089.0,767.0,1795.0,1192.0,,13.2,,,train
14.5,58.8,0.963,0.8660254037844387,-0.4999999999999998,0.0,1.0,1631.0,1449.0,570.0,2299.0,1615.0,,25.8,,,train
15.3,56.7,0.9773,0.7071067811865476,-0.7071067811865475,0.0,1.0,1499.0,1247.0,647.0,1972.0,1505.0,,18.2,,,train
15.6,57.4,1.0075,0.49999999999999994,-0.8660254037844387,0.0,1.0,1461.0,1127.0,703.0,1836.0,1451.0,3.1,14.3,236.0,124.0,train
16.6,55.2,1.0382,0.258819045102521,-0.9659258262890682,0.0,1.0,1430.0,1107.0,713.0,1853.0,1409.0,3.0,13.7,228.0,121.0,train
17.0,54.3,1.0434,1.2246467991473532e-16,-1.0,0.0,1.0,1498.0,1171.0,684.0,1942.0,1434.0,3.2,15.7,206.0,114.0,train
18.0,51.5,1.0552,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1454.0,1162.0,682.0,1915.0,1457.0,3.1,15.4,188.0,114.0,train
19.5,47.5,1.0653,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1402.0,1069.0,733.0,1793.0,1325.0,2.5,12.6,158.0,106.0,train
21.6,41.7,1.0606,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1327.0,971.0,803.0,1705.0,1120.0,2.1,9.8,124.0,89.0,train
22.2,38.3,1.0106,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1273.0,963.0,832.0,1662.0,931.0,2.0,9.6,98.0,82.0,train
20.3,42.8,1.0053,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1457.0,1190.0,678.0,1877.0,1212.0,3.2,16.3,160.0,111.0,train
19.7,45.4,1.0312,-1.0,-1.8369701987210297e-16,0.0,1.0,1543.0,1290.0,631.0,2011.0,1353.0,4.1,19.8,194.0,132.0,train
18.8,47.5,1.0199,-0.9659258262890684,0.2588190451025203,0.0,1.0,1499.0,1239.0,651.0,1957.0,1359.0,3.9,18.0,174.0,121.0,train
17.9,49.4,1.0064,-0.8660254037844386,0.5000000000000001,0.0,1.0,1378.0,1102.0,742.0,1796.0,1273.0,3.1,13.6,157.0,116.0,train
17.5,50.9,1.009,-0.7071067811865477,0.7071067811865474,0.0,1.0,1243.0,928.0,852.0,1622.0,1079.0,2.0,8.7,109.0,100.0,train
17.4,51.8,1.023,-0.5000000000000004,0.8660254037844384,0.0,1.0,1196.0,885.0,884.0,1589.0,973.0,1.7,7.7,85.0,89.0,train
17.0,53.9,1.0363,-0.25881904510252157,0.9659258262890681,0.0,1.0,1137.0,869.0,890.0,1554.0,951.0,1.6,7.3,90.0,92.0,train
16.6,55.4,1.0408,0.0,1.0,0.7818314824680298,0.6234898018587336,1015.0,718.0,1065.0,1428.0,714.0,1.0,4.1,61.0,71.0,train
15.9,57.0,1.0224,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,978.0,635.0,1188.0,1382.0,579.0,0.8,2.7,36.0,51.0,train
15.0,59.2,1.0059,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,933.0,547.0,1357.0,1336.0,542.0,0.5,1.5,25.0,39.0,train
14.5,61.4,1.0041,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,927.0,579.0,1267.0,1370.0,562.0,0.5,1.9,,,train
14.1,61.6,0.9883,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,908.0,569.0,1303.0,1360.0,526.0,0.5,1.8,24.0,35.0,train
14.6,58.8,0.9711,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,980.0,677.0,1141.0,1435.0,659.0,0.8,3.4,73.0,64.0,train
14.4,58.9,0.9594,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1236.0,920.0,880.0,1641.0,1012.0,1.7,8.5,164.0,94.0,train
15.3,55.2,0.9538,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1664.0,1407.0,594.0,2198.0,1564.0,4.5,24.1,329.0,134.0,train
16.2,52.5,0.9576,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1757.0,1636.0,494.0,2560.0,1806.0,6.2,33.7,302.0,129.0,train
18.4,46.3,0.9734,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1524.0,1350.0,588.0,2096.0,1604.0,4.4,22.0,256.0,125.0,train
19.6,41.8,0.9407,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1329.0,1119.0,707.0,1823.0,1288.0,2.9,14.1,182.0,107.0,train
20.2,40.1,0.937,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1167.0,884.0,881.0,1580.0,931.0,1.6,7.6,105.0,78.0,train
20.9,36.6,0.8939,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1369.0,1132.0,715.0,1818.0,1162.0,2.6,14.5,136.0,91.0,train
20.4,34.7,0.8229,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1284.0,1103.0,755.0,1704.0,1064.0,2.9,13.6,167.0,116.0,train
19.3,35.4,0.7813,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1221.0,1032.0,811.0,1630.0,913.0,2.5,11.5,166.0,131.0,train
18.6,36.9,0.7829,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1096.0,947.0,872.0,1519.0,684.0,1.9,9.2,115.0,113.0,train
18.8,36.8,0.7883,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1143.0,988.0,849.0,1590.0,710.0,1.9,10.3,109.0,98.0,train
17.5,40.6,0.8068,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1251.0,1116.0,760.0,1716.0,923.0,2.7,14.0,143.0,116.0,train
16.8,44.3,0.8428,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1268.0,1148.0,728.0,1776.0,1006.0,3.0,15.0,159.0,120.0,train
16.3,47.7,0.8746,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1314.0,1150.0,726.0,1784.0,1083.0,3.3,15.1,181.0,126.0,train
15.6,50.7,0.8947,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1315.0,1142.0,724.0,1807.0,1161.0,3.2,14.8,178.0,126.0,train
15.7,49.4,0.8768,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1095.0,918.0,896.0,1527.0,800.0,1.8,8.5,91.0,90.0,train
15.8,48.6,0.8653,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1027.0,808.0,996.0,1458.0,647.0,1.3,5.9,76.0,81.0,train
15.7,47.0,0.8325,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1012.0,752.0,1053.0,1393.0,649.0,1.1,4.8,66.0,74.0,train
15.7,45.9,0.8121,0.0,1.0,0.9749279121818236,-0.22252093395631434,948.0,710.0,1127.0,1352.0,575.0,0.9,4.0,56.0,67.0,train
15.6,44.9,0.792,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,889.0,603.0,1308.0,1271.0,455.0,0.7,2.3,35.0,46.0,train
15.6,44.4,0.7827,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,830.0,538.0,1475.0,1214.0,392.0,0.4,1.4,21.0,30.0,train
16.1,42.4,0.7718,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,801.0,464.0,1749.0,1154.0,340.0,0.3,0.7,,,train
15.7,45.4,0.8063,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,804.0,468.0,1826.0,1166.0,320.0,0.3,0.7,12.0,19.0,train
15.3,50.1,0.8617,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,824.0,478.0,1705.0,1200.0,331.0,0.3,0.8,22.0,32.0,train
14.2,58.6,0.9443,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1000.0,688.0,1257.0,1398.0,426.0,0.8,3.6,55.0,61.0,train
14.3,58.2,0.9431,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1307.0,1082.0,777.0,1769.0,830.0,2.8,12.9,152.0,111.0,train
15.0,52.0,0.8817,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1286.0,1171.0,716.0,1821.0,1006.0,3.1,15.7,153.0,102.0,train
13.6,61.4,0.9519,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1150.0,925.0,865.0,1576.0,820.0,2.3,8.6,152.0,116.0,train
16.1,53.1,0.9675,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1087.0,876.0,911.0,1554.0,737.0,1.6,7.4,112.0,96.0,train
16.6,44.3,0.8294,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1016.0,839.0,991.0,1448.0,790.0,1.5,6.6,119.0,97.0,train
17.4,40.3,0.7922,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1029.0,892.0,937.0,1474.0,760.0,1.6,7.8,122.0,110.0,train
18.1,42.2,0.8679,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,1109.0,943.0,883.0,1604.0,767.0,1.8,9.1,115.0,103.0,train
14.4,51.8,0.8433,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,997.0,817.0,1030.0,1426.0,626.0,1.4,6.1,84.0,79.0,train
10.9,76.4,0.9953,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,1177.0,880.0,927.0,1552.0,776.0,1.9,7.5,146.0,104.0,train
16.4,47.7,0.8819,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1045.0,808.0,1038.0,1421.0,589.0,1.2,5.9,65.0,69.0,train
18.0,37.1,0.7598,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1171.0,1073.0,847.0,1623.0,872.0,2.3,12.7,120.0,96.0,train
14.7,48.7,0.8089,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1221.0,1101.0,799.0,1700.0,996.0,3.3,13.5,185.0,121.0,train
11.3,71.3,0.9514,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1262.0,1133.0,774.0,1748.0,1033.0,3.1,14.5,157.0,129.0,train
10.0,74.0,0.9087,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1207.0,1013.0,876.0,1632.0,982.0,3.3,11.0,174.0,116.0,train
9.8,71.8,0.8702,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,956.0,666.0,1235.0,1282.0,518.0,1.2,3.2,62.0,71.0,train
9.3,75.2,0.8796,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1020.0,727.0,1153.0,1391.0,631.0,1.3,4.3,81.0,85.0,train
9.6,76.0,0.9088,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,1107.0,861.0,957.0,1510.0,879.0,1.9,7.1,118.0,101.0,train
9.3,75.0,0.8799,0.0,1.0,0.43388373911755823,-0.900968867902419,1020.0,752.0,1074.0,1398.0,839.0,1.4,4.8,95.0,97.0,train
9.0,76.7,0.8825,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1051.0,798.0,1016.0,1455.0,876.0,1.5,5.7,84.0,89.0,train
8.2,79.6,0.8672,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,965.0,716.0,1087.0,1383.0,827.0,1.1,4.1,56.0,72.0,train
7.6,80.6,0.8437,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,890.0,672.0,1183.0,1338.0,781.0,0.8,3.3,,,train
8.3,75.6,0.8302,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,823.0,568.0,1366.0,1263.0,699.0,,1.8,43.0,57.0,train
8.1,72.1,0.7798,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,869.0,642.0,1291.0,1288.0,723.0,0.8,2.8,69.0,62.0,train
8.1,70.4,0.7609,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,939.0,754.0,1169.0,1384.0,797.0,1.1,4.8,74.0,64.0,train
8.1,70.5,0.7627,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1274.0,1109.0,820.0,1723.0,1138.0,2.6,13.8,161.0,80.0,train
9.9,64.3,0.7859,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1512.0,1482.0,596.0,2189.0,1605.0,5.1,27.1,308.0,118.0,train
13.0,54.2,0.809,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1435.0,1271.0,676.0,1885.0,1569.0,4.2,19.1,300.0,130.0,train
16.5,42.6,0.7912,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1207.0,1041.0,813.0,1620.0,1319.0,2.6,11.7,189.0,113.0,train
19.3,34.2,0.7566,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1223.0,1075.0,818.0,1678.0,1198.0,2.4,12.7,164.0,112.0,train
21.5,27.4,0.6941,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1121.0,1026.0,865.0,1541.0,958.0,2.1,11.3,122.0,96.0,train
20.4,26.7,0.6323,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,1176.0,1123.0,816.0,1609.0,1068.0,2.6,14.2,166.0,125.0,train
20.6,22.6,0.5432,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1144.0,1114.0,845.0,1551.0,1010.0,2.8,13.9,181.0,128.0,train
20.6,24.8,0.5931,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1136.0,1089.0,856.0,1552.0,928.0,2.5,13.2,127.0,101.0,train
21.0,25.4,0.6264,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1085.0,1004.0,888.0,1454.0,816.0,1.9,10.7,106.0,95.0,train
21.5,24.5,0.6203,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1297.0,1287.0,723.0,1798.0,1216.0,3.6,19.7,192.0,138.0,train
19.3,28.6,0.6357,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1408.0,1404.0,646.0,1972.0,1463.0,4.6,24.0,241.0,154.0,train
18.0,32.9,0.6737,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1618.0,1530.0,579.0,2167.0,1791.0,6.3,29.1,326.0,171.0,train
15.8,39.8,0.7096,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1319.0,1172.0,746.0,1699.0,1425.0,4.3,15.8,232.0,136.0,train
15.3,41.5,0.7194,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1045.0,857.0,968.0,1410.0,922.0,1.6,7.0,92.0,93.0,train
14.1,46.0,0.7363,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1058.0,824.0,993.0,1411.0,971.0,1.4,6.3,95.0,99.0,train
,,,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,,,,,,2.0,,129.0,106.0,train
,,,0.0,1.0,-0.433883739117558,-0.9009688679024191,,,,,,2.4,,154.0,109.0,train
,,,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,,,,,,1.8,,118.0,97.0,train
,,,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,,,,,,1.0,,69.0,83.0,train
,,,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,,,,,,1.0,,,,train
,,,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,,,,,,1.0,,97.0,79.0,train
,,,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,,,,,,0.9,,145.0,84.0,train
,,,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,,,,,,1.5,,169.0,86.0,train
,,,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,,,,,,2.6,,250.0,111.0,train
,,,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,,,,,,2.9,,215.0,117.0,train
,,,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,,,,,,2.7,,237.0,122.0,train
,,,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,,,,,,2.4,,190.0,119.0,train
,,,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,,,,,,2.6,,219.0,121.0,train
,,,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,,,,,,4.1,,294.0,127.0,train
,,,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,,,,,,4.3,,253.0,135.0,train
,,,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,,,,,,2.2,,176.0,119.0,train
,,,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,,,,,,3.4,,243.0,137.0,train
,,,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,,,,,,3.6,,214.0,139.0,train
,,,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,,,,,,2.5,,141.0,117.0,train
,,,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,,,,,,2.8,,166.0,127.0,train
,,,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,,,,,,3.4,,197.0,137.0,train
,,,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,,,,,,3.0,,191.0,127.0,train
,,,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,,,,,,2.1,,159.0,107.0,train
,,,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,,,,,,2.4,,175.0,102.0,train
12.0,67.9,0.9523,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1176.0,917.0,866.0,1560.0,1151.0,2.3,8.4,157.0,95.0,train
12.0,66.9,0.9336,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1047.0,783.0,1014.0,1449.0,975.0,1.3,5.4,83.0,79.0,train
11.5,70.1,0.9503,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1116.0,854.0,929.0,1533.0,1034.0,1.7,6.9,118.0,78.0,train
11.4,69.8,0.939,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1074.0,832.0,951.0,1507.0,980.0,1.7,6.4,101.0,75.0,train
11.1,69.3,0.9128,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,922.0,687.0,1142.0,1390.0,825.0,1.0,3.6,,,train
10.8,70.3,0.9092,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,898.0,669.0,1163.0,1386.0,807.0,0.8,3.3,46.0,52.0,train
10.2,73.4,0.9129,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,970.0,708.0,1121.0,1435.0,842.0,1.0,4.0,81.0,55.0,train
10.8,70.5,0.9142,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1073.0,812.0,988.0,1500.0,950.0,1.4,6.0,112.0,65.0,train
11.0,71.0,0.9279,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1081.0,906.0,895.0,1591.0,1024.0,1.7,8.2,150.0,72.0,train
12.4,64.0,0.9206,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1159.0,976.0,837.0,1663.0,1098.0,2.0,9.9,138.0,76.0,train
15.0,53.1,0.8993,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1112.0,931.0,869.0,1588.0,1011.0,2.0,8.8,124.0,84.0,train
16.6,44.4,0.8313,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1112.0,917.0,897.0,1542.0,931.0,1.9,8.4,124.0,90.0,train
18.0,38.4,0.7862,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1063.0,877.0,971.0,1481.0,811.0,2.1,7.5,115.0,89.0,train
20.6,30.0,0.7213,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1032.0,892.0,973.0,1457.0,756.0,1.8,7.8,101.0,87.0,train
19.9,26.7,0.6137,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,936.0,829.0,1054.0,1336.0,607.0,1.5,6.4,90.0,88.0,train
19.8,23.1,0.5283,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,883.0,766.0,1152.0,1238.0,498.0,1.3,5.1,90.0,81.0,train
21.4,22.7,0.5722,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,942.0,852.0,1055.0,1318.0,540.0,1.4,6.9,89.0,89.0,train
22.1,21.3,0.5605,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,943.0,850.0,1084.0,1296.0,544.0,1.5,6.8,92.0,91.0,train
21.1,24.5,0.604,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1007.0,875.0,1027.0,1357.0,620.0,1.7,7.4,103.0,104.0,train
18.3,31.6,0.6562,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1037.0,927.0,949.0,1426.0,740.0,2.0,8.7,122.0,111.0,train
16.1,35.0,0.6372,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1127.0,1022.0,871.0,1534.0,921.0,2.5,11.2,159.0,129.0,train
14.8,41.5,0.6929,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1123.0,996.0,861.0,1551.0,1033.0,2.4,10.5,172.0,133.0,train
13.2,50.3,0.7577,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1110.0,909.0,916.0,1487.0,984.0,2.0,8.2,125.0,115.0,train
12.3,55.5,0.7916,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1247.0,1037.0,812.0,1618.0,1193.0,2.9,11.6,187.0,125.0,train
11.8,56.6,0.7833,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1220.0,967.0,844.0,1545.0,1219.0,2.5,9.7,174.0,117.0,train
11.2,56.2,0.7469,0.0,1.0,-0.7818314824680299,0.6234898018587334,1028.0,770.0,1047.0,1326.0,913.0,1.4,5.1,75.0,84.0,train
