feature_ambient_temperature,feature_exhaust_vacuum,feature_relative_humidity,intermediate_ambient_pressure,target_net_hourly_electrical_energy,ID_row
13.43,40.1,87.9,1015.82,471.77,2202
24.73,71.14,68.87,1009.07,437.55,2203
24.36,68.61,63.78,1010.27,448.71,2204
24.62,72.24,83.94,1011.39,432.13,2205
10.87,37.5,95.56,1011.43,474.07,2206
24.82,59.27,72.34,1012.76,444.81,2207
25.31,49.82,62.15,1014.62,453.05,2208
18.77,52.08,99.86,1004.02,449.62,2209
21.5,61.5,78.13,1008.43,447.83,2210
10.07,41.39,70.53,1019.89,480.54,2211
27.92,68.3,51.04,1015.02,437.28,2212
24.96,65.18,76.19,1012.68,436.24,2213
20.67,70.02,94.09,1010.42,448.75,2214
29.13,70.72,67.49,1009.61,436.9,2215
24.47,75.23,75.25,1012.43,441.07,2216
16.16,25.88,72.24,1009.58,461.86,2217
21.32,59.8,76.26,1016.26,452.7,2218
20.32,39.72,51.71,1002.0,458.8,2219
24.32,71.14,71.65,1011.71,435.34,2220
4.77,39.33,68.98,1011.32,494.91,2221
20.87,63.31,79.51,1012.27,446.7,2222
28.17,63.13,66.61,1012.44,439.94,2223
29.64,69.51,44.65,1012.13,428.69,2224
25.25,62.91,62.64,1012.51,443.14,2225
22.25,60.77,82.19,1017.8,444.05,2226
22.49,71.29,75.8,1008.24,442.58,2227
29.16,73.17,67.77,1010.96,429.06,2228
14.49,44.84,86.55,1024.09,465.72,2229
11.95,41.48,74.83,1013.44,465.41,2230
26.99,72.99,76.1,1008.0,430.81,2231
26.36,73.68,86.44,1013.99,430.39,2232
9.91,39.64,75.82,1010.57,478.63,2233
23.94,51.95,73.42,1008.61,448.67,2234
22.84,59.39,80.36,1014.61,443.71,2235
13.64,44.88,56.86,1019.85,466.66,2236
20.01,43.77,65.53,1012.13,455.66,2237
18.58,44.6,48.15,1016.61,459.06,2238
25.69,72.43,86.38,1006.86,429.99,2239
26.98,72.58,78.5,1008.55,431.12,2240
13.73,45.08,81.64,1023.55,470.35,2241
28.67,69.14,72.68,1008.24,433.79,2242
29.22,75.23,48.73,1010.49,438.57,2243
25.67,74.78,68.87,1010.24,440.48,2244
22.67,62.52,65.63,1016.47,449.34,2245
16.44,44.0,76.51,1024.48,460.33,2246
23.26,59.14,76.29,1016.98,440.37,2247
21.14,58.05,87.27,1012.98,449.74,2248
31.68,73.68,64.0,1014.85,431.11,2249
8.8,41.26,96.52,1008.08,479.74,2250
18.13,49.39,82.52,1021.29,458.53,2251
22.68,59.54,95.44,1004.32,437.96,2252
14.56,40.69,73.73,1015.48,469.31,2253
29.28,75.08,59.0,1005.21,436.15,2254
14.0,43.34,85.51,1016.37,463.99,2255
23.76,74.22,92.98,1009.2,437.47,2256
20.98,60.1,79.44,1011.07,450.95,2257
27.61,59.54,71.27,1005.84,437.85,2258
8.86,40.8,91.0,1028.18,483.36,2259
25.64,63.87,49.25,1017.14,444.34,2260
13.5,41.44,68.36,1015.72,471.34,2261
33.94,74.67,28.16,1015.94,427.98,2262
11.72,39.18,68.53,1024.19,468.98,2263
28.61,69.75,71.7,1009.82,440.53,2264
20.11,57.25,88.89,1010.36,451.95,2265
30.61,67.69,47.46,1004.97,429.8,2266
22.04,58.05,85.22,1013.11,447.28,2267
27.62,67.51,60.25,1012.38,442.13,2268
24.09,63.94,51.02,1017.59,442.92,2269
23.22,63.07,77.59,1012.91,446.62,2270
16.2,65.46,89.84,1013.97,451.86,2271
9.7,40.11,75.48,1026.61,473.97,2272
22.85,60.29,61.92,1017.29,448.58,2273
31.18,69.04,49.72,1008.19,441.26,2274
15.43,39.64,87.99,1008.58,464.05,2275
24.57,49.5,56.31,1014.22,455.72,2276
9.52,40.96,86.49,1023.48,483.59,2277
26.38,66.49,43.06,1013.89,442.38,2278
26.32,69.71,67.05,1009.39,441.25,2279
25.92,50.16,71.3,1003.95,440.98,2280
12.19,40.05,84.39,1014.77,473.92,2281
19.79,44.9,72.68,1008.66,455.59,2282
9.76,41.01,97.59,1019.66,467.6,2283
16.74,41.16,74.24,1006.87,463.0,2284
11.34,41.54,75.83,1020.25,477.24,2285
25.9,47.45,55.96,1007.8,443.13,2286
16.63,43.77,75.09,1012.25,458.66,2287
17.45,50.9,83.8,1012.16,458.67,2288
23.34,45.61,74.09,1012.73,455.82,2289
24.41,58.59,64.52,1012.62,442.64,2290
12.31,44.78,77.34,1011.15,468.29,2291
10.35,37.14,69.26,1013.37,472.63,2292
33.43,66.44,53.45,1010.29,433.01,2293
5.64,40.62,85.98,1015.76,483.17,2294
24.8,61.02,71.75,1009.86,438.96,2295
24.33,46.93,48.27,1013.72,447.43,2296
14.87,38.28,80.24,1014.65,467.29,2297
7.66,41.92,82.48,1031.96,485.11,2298
27.61,69.68,77.01,1012.79,438.31,2299
23.4,72.99,88.82,1009.48,438.51,2300
13.98,44.58,77.59,1016.48,473.01,2301
18.12,58.95,86.16,1017.82,449.28,2302
17.12,48.6,79.15,1007.38,454.47,2303
9.56,44.71,64.6,1021.13,487.92,2304
24.85,58.05,70.12,1011.5,444.53,2305
11.63,41.5,87.11,1013.6,477.3,2306
17.19,43.14,68.62,1014.34,464.72,2307
15.68,43.7,58.96,1015.09,470.29,2308
23.64,69.94,64.53,1005.2,439.66,2309
10.19,44.63,91.64,1020.58,472.45,2310
27.71,70.32,64.05,1008.63,432.59,2311
9.12,41.54,79.26,1018.61,482.95,2312
15.78,48.6,84.23,1007.24,460.86,2313
27.55,68.08,60.71,1011.42,432.59,2314
14.5,39.0,75.75,1017.04,465.32,2315
23.88,51.95,75.25,1005.37,449.52,2316
25.01,66.56,82.46,1004.55,434.74,2317
22.36,58.79,87.51,1011.77,446.49,2318
27.76,44.89,50.15,1009.4,442.83,2319
9.95,43.56,82.62,1014.85,477.88,2320
17.48,58.95,90.35,1016.49,449.26,2321
17.35,47.83,80.57,1006.71,453.96,2322
12.82,43.5,84.32,1022.38,471.41,2323
28.86,49.3,52.85,1003.93,435.75,2324
33.41,77.95,59.72,1010.3,432.9,2325
13.63,43.5,84.32,1022.12,468.28,2326
24.49,70.79,88.65,1005.51,430.54,2327
25.58,63.47,66.81,1011.44,443.66,2328
24.25,74.93,69.31,1013.07,445.44,2329
9.59,38.56,61.89,1017.52,481.05,2330
23.27,64.15,71.18,1020.98,452.26,2331
23.09,70.47,79.89,1010.76,439.36,2332
28.35,70.32,47.13,1009.22,427.21,2333
19.62,68.63,68.05,1012.26,453.84,2334
29.13,47.93,49.1,1002.5,435.61,2335
21.92,66.54,79.82,1012.49,443.03,2336
12.52,40.24,97.41,1020.45,470.56,2337
18.17,52.08,100.09,1001.91,451.06,2338
27.5,65.59,65.37,1011.23,441.27,2339
14.48,39.0,75.97,1016.75,464.56,2340
19.41,46.63,86.28,1013.23,452.6,2341
24.43,47.45,65.18,1007.68,446.45,2342
25.45,63.76,67.78,1009.96,439.56,2343
10.07,39.66,83.78,1015.37,479.64,2344
18.85,48.06,67.88,1012.52,451.77,2345
24.65,64.63,53.45,1020.52,446.04,2346
18.99,62.1,76.76,1020.0,453.09,2347
8.8,39.42,68.72,1025.17,476.5,2348
10.16,41.79,52.4,1021.35,472.75,2349
27.75,77.24,78.37,1007.48,433.57,2350
23.43,61.47,87.11,1007.84,448.01,2351
28.62,69.98,68.53,1013.3,432.11,2352
15.82,43.34,79.07,1014.52,460.4,2353
22.61,44.05,76.74,1005.69,443.45,2354
23.96,60.95,65.24,1015.01,446.4,2355
29.81,73.67,60.91,1005.6,430.67,2356
26.98,70.94,68.16,1007.99,434.73,2357
7.64,41.17,75.14,1020.01,488.53,2358
20.07,42.23,74.11,1012.86,461.25,2359
19.05,59.21,89.53,1017.99,451.0,2360
26.27,58.33,60.43,1013.81,438.82,2361
22.45,57.76,58.6,1017.55,450.61,2362
26.52,73.21,95.38,1002.3,437.02,2363
24.73,69.94,59.15,1006.09,439.86,2364
26.11,70.36,70.12,1007.64,445.37,2365
10.87,38.38,69.78,1020.85,477.03,2366
7.19,38.91,88.61,1016.53,486.05,2367
14.91,39.28,75.23,1014.57,469.34,2368
19.5,52.72,50.21,1025.21,457.26,2369
22.96,68.61,76.62,1011.15,447.18,2370
29.74,56.9,41.91,1007.15,438.76,2371
16.03,41.23,82.04,996.35,464.67,2372
17.35,52.72,58.01,1026.31,463.65,2373
11.26,39.35,99.28,1015.47,471.83,2374
27.82,59.15,42.78,1012.74,442.0,2375
28.15,71.94,68.21,1006.73,427.69,2376
14.66,42.77,79.79,1019.37,463.6,2377
26.56,49.02,70.78,1007.65,438.82,2378
15.49,42.07,78.07,1018.01,460.32,2379
29.29,73.18,66.65,1012.4,430.31,2380
21.69,57.17,82.63,1011.75,446.61,2381
33.67,80.18,60.87,1010.83,431.99,2382
20.79,57.32,70.09,1012.47,446.18,2383
23.35,71.85,73.48,1009.32,441.28,2384
27.01,43.77,46.58,1011.18,440.64,2385
27.71,69.13,51.45,1001.63,432.54,2386
23.48,49.16,70.22,1002.7,445.72,2387
17.77,43.72,77.7,1009.01,456.34,2388
22.24,69.23,79.37,1011.83,441.9,2389
24.6,57.85,69.56,1012.92,447.09,2390
19.06,50.16,99.64,1011.36,449.74,2391
14.56,47.45,91.14,1009.52,451.95,2392
26.62,71.73,80.1,1009.32,431.93,2393
23.03,59.04,81.24,1011.85,444.85,2394
13.73,41.92,64.92,1031.01,466.29,2395
13.79,42.07,88.06,1018.27,462.25,2396
23.46,73.18,88.14,1012.07,438.62,2397
19.58,52.9,64.64,1017.46,458.28,2398
12.76,43.7,65.34,1015.13,475.73,2399
6.93,43.13,88.31,1018.61,486.94,2400
10.63,39.61,72.42,1020.0,476.99,2401
17.46,39.99,69.73,1008.52,461.01,2402
6.15,40.77,88.57,1022.42,482.49,2403
6.9,44.71,71.21,1019.7,486.3,2404
25.77,59.39,69.99,1014.76,438.64,2405
27.86,63.07,56.81,1011.11,440.48,2406
7.91,41.79,54.92,1021.86,479.02,2407
22.35,63.47,82.52,1013.21,440.11,2408
17.65,62.1,84.3,1019.63,452.2,2409
16.96,52.9,81.86,1019.61,460.2,2410
18.71,53.16,82.64,1013.26,455.7,2411
24.22,61.86,80.11,1013.39,442.65,2412
23.61,59.39,78.84,1015.11,438.08,2413
14.01,45.08,82.49,1023.28,464.79,2414
31.33,76.86,64.43,997.85,431.44,2415
12.86,44.77,74.73,1018.75,468.43,2416
16.4,38.01,73.05,1022.2,463.79,2417
22.49,58.82,85.19,1009.73,444.11,2418
23.75,61.5,69.14,1008.16,442.35,2419
28.92,66.51,34.51,1015.5,439.09,2420
12.11,41.17,62.59,1019.46,475.53,2421
13.64,43.71,84.46,1024.41,468.85,2422
28.52,57.82,57.82,1004.81,435.4,2423
24.79,59.21,53.83,1017.9,446.04,2424
24.27,60.37,77.16,1005.13,437.78,2425
31.59,62.7,50.16,1009.3,442.58,2426
23.25,51.86,78.34,1013.54,450.22,2427
22.1,58.33,69.09,1013.71,441.31,2428
24.97,54.2,74.25,1012.68,439.71,2429
11.96,43.41,79.44,1017.42,469.34,2430
35.03,68.27,43.82,1006.55,426.22,2431
17.97,65.94,88.22,1012.92,448.88,2432
24.24,70.32,82.83,1009.38,436.45,2433
5.04,40.64,93.63,1021.35,484.42,2434
17.18,40.55,72.03,1000.47,461.73,2435
11.24,25.36,97.47,1009.26,469.92,2436
32.69,72.86,56.84,1003.57,431.76,2437
27.6,73.42,83.66,1011.91,431.44,2438
7.5,38.06,83.45,1021.96,485.98,2439
22.15,43.77,60.08,1010.81,448.46,2440
18.18,44.63,48.64,1020.41,455.57,2441
17.19,37.2,67.59,1011.84,468.4,2442
10.42,43.79,90.75,1016.22,474.79,2443
12.74,49.83,91.47,1007.44,466.09,2444
27.43,56.85,36.76,1011.86,436.64,2445
23.68,68.12,72.45,1011.18,441.54,2446
13.83,42.86,75.09,1030.77,470.21,2447
16.58,41.93,45.24,1022.36,466.61,2448
13.41,45.0,45.24,1021.65,478.96,2449
16.61,50.9,85.26,1013.18,460.35,2450
3.99,39.9,96.81,1009.74,490.91,2451
23.39,63.21,84.57,1011.91,448.3,2452
14.42,41.16,88.42,1004.32,467.25,2453
7.11,43.13,87.82,1018.96,486.11,2454
13.7,45.64,92.66,1019.18,467.9,2455
24.43,65.18,77.83,1012.57,437.26,2456
27.39,69.14,78.35,1008.82,435.22,2457
26.94,62.91,41.3,1011.68,449.1,2458
19.09,42.44,63.59,1012.93,461.84,2459
15.46,44.6,68.2,1017.7,459.62,2460
31.94,74.99,34.12,1002.05,440.17,2461
10.58,41.49,91.9,1020.43,473.19,2462
19.95,58.46,89.46,1017.45,447.1,2463
5.82,40.62,85.04,1016.79,482.67,2464
12.72,44.9,71.8,1007.6,463.49,2465
14.87,54.3,71.57,1017.17,462.87,2466
29.17,67.45,46.85,1014.1,435.08,2467
14.13,43.7,80.89,1015.94,469.28,2468
22.67,60.77,79.43,1017.56,444.43,2469
28.01,64.69,58.45,1007.61,440.23,2470
30.93,70.83,46.13,1010.61,440.59,2471
23.01,66.54,64.53,1009.86,442.47,2472
32.53,77.95,58.1,1014.76,434.44,2473
26.57,44.57,50.39,1007.76,445.49,2474
11.64,40.1,87.05,1015.5,477.2,2475
16.31,42.28,77.77,1007.45,466.49,2476
20.03,45.01,56.89,1012.73,460.11,2477
20.79,65.59,77.0,1014.9,450.3,2478
17.3,42.24,64.52,1017.07,469.21,2479
25.86,61.08,67.5,1013.51,449.67,2480
9.8,41.82,67.55,1032.98,473.72,2481
25.42,75.6,77.63,1017.39,438.24,2482
28.75,77.24,77.17,1008.92,433.03,2483
18.58,46.97,74.09,1014.25,454.26,2484
22.56,70.79,93.09,1005.85,435.14,2485
23.05,48.98,49.33,1015.64,446.05,2486
26.78,52.3,61.23,1008.52,441.21,2487
10.13,39.18,85.48,1024.09,479.42,2488
31.97,69.04,47.69,1008.5,441.18,2489
8.95,36.18,76.94,1014.08,478.07,2490
7.57,39.61,85.73,1018.66,480.86,2491
25.97,43.21,88.73,1011.9,434.83,2492
24.56,60.27,74.5,1017.63,440.31,2493
30.71,64.05,62.81,1011.75,438.42,2494
13.8,39.39,81.95,1013.85,471.7,2495
20.21,58.12,79.18,1015.36,453.19,2496
16.77,45.01,81.42,1013.47,458.22,2497
29.18,71.43,59.49,1011.65,443.75,2498
17.86,52.9,67.99,1015.71,457.42,2499
4.24,39.9,96.74,1009.28,491.25,2500
24.11,59.27,78.18,1011.02,444.35,2501
15.5,40.12,96.75,1012.79,460.41,2502
9.62,41.01,97.99,1019.43,467.34,2503
5.05,35.57,80.02,1027.03,491.4,2504
26.81,71.29,80.69,1009.65,434.48,2505
15.68,39.16,75.62,1006.09,461.98,2506
21.85,63.86,68.84,1020.16,445.62,2507
30.98,67.45,45.4,1015.18,433.59,2508
30.14,67.69,57.05,1006.54,426.91,2509
29.89,71.29,55.72,1009.0,431.45,2510
29.42,56.9,53.6,1006.51,439.51,2511
26.6,61.02,66.16,1010.26,436.19,2512
19.64,48.06,74.96,1014.81,455.27,2513
13.16,54.3,82.43,1017.33,468.4,2514
33.17,70.4,58.0,1004.45,430.14,2515
16.14,44.71,39.41,1014.83,468.88,2516
25.34,71.06,92.52,1007.74,434.86,2517
21.12,63.56,81.42,1014.16,445.9,2518
13.41,39.35,79.32,1015.1,471.85,2519
13.38,40.12,96.96,1013.92,468.15,2520
17.27,43.52,76.73,1021.37,460.08,2521
16.69,46.18,96.8,1010.8,466.03,2522
7.8,39.04,66.5,1018.46,482.31,2523
27.14,75.23,63.14,1011.47,439.33,2524
21.08,44.05,72.52,1008.13,449.6,2525
32.23,69.13,55.1,1000.61,426.9,2526
13.48,40.73,94.81,1017.59,463.6,2527
10.45,40.0,89.01,1019.01,465.43,2528
25.43,70.17,87.84,1000.46,436.43,2529
7.09,39.37,73.26,1020.07,487.0,2530
31.24,74.22,48.77,1007.74,430.44,2531
21.92,61.87,58.83,1009.68,445.52,2532
10.74,52.75,75.41,1021.75,467.48,2533
13.67,41.48,63.54,1017.51,463.97,2534
9.79,39.69,93.86,1002.36,471.61,2535
14.04,39.64,87.22,1011.09,472.31,2536
24.43,61.25,85.24,1011.66,436.05,2537
14.88,42.28,71.3,1007.26,466.73,2538
10.68,38.38,72.33,1020.79,476.22,2539
14.22,42.32,77.23,1015.54,465.0,2540
14.47,44.66,93.52,1016.33,464.41,2541
7.19,40.81,85.65,1015.22,487.15,2542
11.73,37.92,65.13,1008.24,472.04,2543
10.94,43.67,73.3,1012.36,477.34,2544
14.44,39.0,76.02,1017.06,466.96,2545
24.53,74.78,78.34,1009.9,446.3,2546
29.72,54.2,38.48,1012.86,438.84,2547
17.52,44.05,85.67,1008.87,455.72,2548
12.99,44.0,90.27,1025.22,470.93,2549
10.04,39.66,82.31,1015.84,480.63,2550
30.5,66.75,38.2,1017.55,432.87,2551
33.11,69.75,42.08,1008.88,437.19,2552
13.41,40.89,89.61,1010.85,472.4,2553
26.98,74.78,69.54,1009.77,442.28,2554
15.19,42.03,71.66,1017.38,462.64,2555
28.24,64.69,61.14,1007.35,438.03,2556
29.04,60.07,47.23,1014.88,438.5,2557
13.74,45.08,84.79,1024.97,466.79,2558
12.58,39.72,57.74,1017.85,471.24,2559
17.3,47.45,87.13,1010.29,448.79,2560
28.0,69.05,65.24,1000.82,427.71,2561
15.15,53.82,62.59,1016.34,461.6,2562
25.47,65.34,50.31,1015.3,445.39,2563
20.78,68.28,60.87,1008.75,450.57,2564
26.12,49.02,72.04,1008.63,438.52,2565
13.78,40.73,94.28,1017.55,462.59,2566
26.28,68.14,53.17,1005.61,435.71,2567
27.76,75.33,79.62,1003.69,433.03,2568
18.26,49.64,62.82,1024.92,462.6,2569
6.4,39.18,86.83,1024.6,484.44,2570
26.31,44.57,52.6,1007.51,452.73,2571
32.89,73.68,52.34,1014.45,426.46,2572
6.74,36.08,86.98,1020.36,484.18,2573
22.69,65.18,80.9,1012.47,441.18,2574
33.11,77.54,50.99,1010.36,431.77,2575
22.28,58.86,66.47,1014.08,446.55,2576
28.84,75.6,53.96,1018.41,442.69,2577
31.75,74.99,53.33,1003.25,430.82,2578
9.6,41.82,72.63,1032.93,475.01,2579
21.54,69.48,80.48,1011.04,443.15,2580
13.33,38.47,58.27,1015.42,466.26,2581
12.73,37.73,61.76,1021.89,470.89,2582
28.73,68.24,56.85,1008.31,430.63,2583
9.0,43.13,81.32,1020.25,481.09,2584
31.1,68.51,54.3,1012.99,428.68,2585
28.81,56.86,56.86,1005.82,434.08,2586
14.95,42.74,66.71,1027.66,464.31,2587
23.04,48.06,54.99,1014.16,459.36,2588
24.04,68.94,69.11,1007.62,437.13,2589
27.69,65.34,46.59,1014.31,442.84,2590
28.82,64.79,56.34,1016.74,445.1,2591
25.23,69.34,82.87,1009.51,445.92,2592
8.77,40.77,89.58,1011.54,480.56,2593
7.61,44.71,70.48,1019.41,485.36,2594
28.37,75.6,55.19,1017.48,439.25,2595
21.82,50.66,73.6,1013.74,455.2,2596
14.82,42.74,69.81,1028.04,466.34,2597
13.97,52.05,85.36,1012.05,463.64,2598
31.74,72.25,41.62,1012.21,437.29,2599
27.27,72.58,89.31,1009.25,428.93,2600
23.95,58.79,74.34,1010.45,448.32,2601
29.08,66.54,64.5,1004.67,430.16,2602
28.3,64.33,68.88,1011.23,441.51,2603
12.66,43.67,95.96,1012.49,472.44,2604
30.12,74.16,63.56,1013.13,433.08,2605
29.44,65.51,56.49,1014.82,445.67,2606
25.95,59.92,76.05,1010.05,443.93,2607
32.5,71.37,43.8,1003.75,433.7,2608
23.97,44.57,62.71,1007.35,448.17,2609
21.97,58.12,77.47,1015.29,449.6,2610
32.17,73.21,69.86,1001.43,430.64,2611
12.35,40.73,95.53,1019.03,466.71,2612
18.03,53.16,82.03,1013.06,458.04,2613
32.07,71.29,44.95,1008.43,426.96,2614
31.39,69.59,62.86,1008.28,435.76,2615
11.92,40.62,55.25,1016.66,468.14,2616
10.65,41.78,70.04,1013.66,474.27,2617
31.24,68.3,42.84,1015.89,435.2,2618
9.13,39.04,74.6,1022.36,483.24,2619
23.39,71.25,93.7,1005.22,435.68,2620
11.95,42.03,90.89,1017.58,465.2,2621
33.3,68.14,53.43,1003.02,426.88,2622
24.27,61.47,80.85,1007.84,448.66,2623
18.13,39.72,58.85,1002.75,455.81,2624
21.9,55.5,60.27,1018.85,456.52,2625
27.52,67.9,59.52,1005.65,439.01,2626
16.76,48.14,65.74,1012.92,456.31,2627
12.77,36.71,86.4,1013.29,475.59,2628
16.44,53.82,63.16,1015.4,462.09,2629
29.01,70.32,60.55,1007.26,429.23,2630
18.9,57.5,93.9,1016.21,451.42,2631
22.33,71.94,82.85,1011.06,441.85,2632
26.58,59.39,65.87,1014.49,439.46,2633
17.36,52.9,69.97,1015.42,458.66,2634
28.18,64.84,56.04,1009.22,443.65,2635
24.63,59.57,85.36,1010.45,440.67,2636
13.62,40.2,85.05,1014.2,465.74,2637
16.62,54.3,63.76,1017.99,459.59,2638
17.33,41.35,68.36,999.51,460.46,2639
20.72,63.94,59.83,1017.17,447.69,2640
6.89,39.37,74.17,1020.21,486.9,2641
33.61,69.88,42.51,1007.4,435.99,2642
27.38,59.21,53.53,1012.74,437.78,2643
23.21,63.94,80.23,1013.56,446.11,2644
26.13,71.25,88.47,999.8,430.6,2645
15.18,44.2,72.45,1019.6,462.09,2646
5.66,39.42,78.52,1024.7,482.11,2647
15.75,36.99,93.8,1007.67,464.38,2648
29.45,75.6,50.68,1018.12,437.31,2649
20.12,69.45,88.48,1013.23,442.89,2650
22.8,73.17,91.57,1011.87,437.98,2651
29.93,71.85,66.64,1008.43,426.82,2652
29.25,72.99,61.15,1006.85,429.12,2653
34.14,74.34,43.56,1000.19,434.23,2654
19.47,58.79,87.26,1016.8,450.17,2655
24.03,58.46,70.15,1015.71,442.03,2656
12.71,43.02,62.68,1012.25,475.38,2657
26.6,61.41,54.42,1012.35,451.4,2658
27.09,65.61,48.13,1014.22,442.94,2659
26.44,71.77,81.45,1006.68,430.12,2660
28.31,65.71,59.29,1014.67,447.26,2661
10.87,44.71,58.22,1021.38,484.63,2662
29.54,69.48,56.07,1008.91,427.82,2663
15.98,41.48,55.73,1017.0,456.31,2664
24.27,70.47,78.31,1008.96,434.24,2665
29.78,70.98,77.59,1007.82,436.32,2666
24.05,64.69,69.2,1006.63,438.36,2667
28.59,80.18,89.18,1011.36,431.55,2668
13.97,40.24,88.72,1018.32,467.93,2669
11.56,40.43,74.75,1025.48,489.54,2670
20.07,49.21,56.8,1012.34,454.25,2671
31.19,68.3,39.1,1014.86,430.48,2672
18.39,67.71,92.48,1003.77,444.63,2673
9.78,43.8,69.64,1022.25,477.22,2674
29.26,69.34,58.64,1009.76,435.32,2675
9.53,38.38,80.08,1020.49,478.03,2676
22.32,48.41,79.11,1008.68,445.36,2677
18.95,42.23,79.4,1013.01,462.73,2678
11.55,42.34,94.56,1020.78,469.13,2679
27.3,65.12,44.87,1016.24,442.78,2680
22.1,68.63,59.05,1015.19,449.54,2681
17.12,68.28,94.29,1003.56,449.94,2682
14.85,45.87,84.65,1009.37,462.67,2683
10.33,40.69,84.46,1014.25,480.18,2684
19.45,46.33,99.52,1013.39,452.82,2685
12.16,40.81,70.97,1025.79,476.63,2686
7.65,36.3,65.51,1016.5,482.56,2687
4.31,38.5,82.08,1011.75,492.92,2688
19.04,43.43,68.74,1009.25,453.32,2689
26.02,70.79,79.12,1004.21,428.72,2690
26.09,60.29,50.83,1017.72,444.71,2691
27.14,65.27,55.17,1013.26,441.68,2692
22.67,58.2,60.75,1016.91,446.36,2693
7.28,40.67,72.7,1020.16,493.3,2694
25.62,73.17,86.45,1011.65,430.56,2695
22.33,59.8,67.09,1016.84,450.07,2696
23.93,68.28,69.91,1005.16,444.95,2697
29.07,51.43,61.58,1006.22,438.79,2698
15.79,50.88,99.9,1014.58,460.19,2699
28.81,64.96,68.05,1000.46,427.91,2700
17.07,44.9,70.18,1020.74,460.19,2701
32.51,69.98,49.45,1011.92,428.37,2702
22.11,59.8,73.9,1016.74,453.45,2703
18.41,62.1,78.1,1020.4,457.14,2704
28.9,71.25,77.24,1000.73,431.52,2705
10.47,44.21,85.34,1017.87,476.02,2706
10.09,37.14,72.59,1012.99,473.66,2707
27.09,73.5,76.06,1011.34,434.31,2708
17.44,44.89,80.54,1009.9,457.67,2709
23.76,58.82,77.34,1011.75,444.57,2710
31.11,69.05,41.56,1002.37,433.19,2711
23.86,63.77,82.37,1014.6,440.58,2712
15.09,40.89,92.0,1010.15,466.47,2713
9.26,39.61,84.58,1021.18,480.38,2714
15.83,52.75,58.34,1024.3,458.6,2715
9.96,39.66,82.98,1015.23,480.6,2716
19.3,65.59,81.98,1014.07,452.76,2717
19.91,51.19,90.23,1008.0,449.23,2718
23.18,51.43,81.83,1011.56,449.94,2719
19.13,45.38,81.95,1014.72,459.94,2720
24.6,63.78,60.33,1017.25,448.65,2721
29.38,74.9,72.19,1003.25,433.74,2722
29.15,69.48,55.78,1008.68,430.54,2723
31.03,69.59,63.96,1007.77,432.56,2724
21.84,45.09,46.11,1013.94,450.88,2725
6.28,43.02,88.13,1013.72,487.17,2726
22.48,50.32,83.58,1008.47,444.5,2727
31.51,71.97,71.18,1007.84,430.11,2728
15.67,41.1,77.93,1004.1,466.45,2729
13.24,39.16,86.66,1016.52,474.48,2730
17.1,43.52,70.51,1020.3,461.51,2731
32.32,67.9,37.93,1006.08,428.12,2732
23.51,63.78,69.79,1016.1,446.58,2733
13.58,40.75,76.45,1016.05,472.73,2734
12.43,40.27,61.56,1007.08,470.92,2735
16.37,39.64,76.92,1009.19,463.91,2736
7.64,43.79,84.45,1016.17,486.01,2737
21.03,59.8,76.63,1015.86,453.86,2738
33.37,73.88,47.94,1005.8,436.76,2739
18.92,62.26,85.99,1012.05,451.51,2740
20.61,48.78,85.05,1020.8,449.38,2741
22.38,63.31,73.8,1014.76,441.3,2742
30.2,73.67,62.14,1006.31,428.72,2743
31.02,70.4,77.86,1006.24,431.37,2744
17.64,57.76,85.04,1016.28,455.75,2745
28.85,58.33,41.39,1013.78,444.0,2746
22.4,70.94,84.52,1008.06,440.04,2747
19.13,68.61,94.92,1010.65,448.69,2748
23.79,59.44,79.48,1012.53,448.67,2749
22.12,60.37,92.13,1008.75,439.18,2750
29.14,67.45,46.47,1015.51,433.34,2751
20.17,56.03,56.77,1019.47,458.04,2752
29.3,74.16,81.92,1007.72,431.32,2753
5.7,40.62,84.94,1016.07,482.82,2754
25.5,68.08,72.86,1011.13,436.07,2755
16.06,47.45,88.09,1009.97,450.62,2756
27.75,65.34,45.91,1014.8,440.83,2757
25.12,66.56,65.62,1009.22,436.56,2758
22.78,62.44,75.43,1011.79,446.12,2759
29.3,69.48,53.69,1010.1,429.42,2760
8.01,40.02,85.01,1031.33,477.84,2761
16.58,38.01,60.14,1023.5,464.03,2762
17.08,58.86,87.46,1016.04,449.98,2763
17.54,44.58,79.0,1016.56,465.51,2764
26.93,56.9,77.79,1006.25,444.7,2765
22.52,67.32,66.2,1011.4,443.49,2766
13.48,46.18,88.38,1018.15,464.58,2767
9.05,40.0,80.91,1015.48,472.41,2768
19.93,56.65,62.82,1020.7,456.53,2769
29.68,64.33,57.73,1011.2,441.79,2770
30.52,70.04,54.47,1010.62,431.14,2771
12.54,40.8,68.97,1024.56,479.65,2772
27.6,69.05,42.01,1003.87,436.08,2773
18.48,46.48,82.57,1007.53,461.49,2774
15.24,48.6,86.49,1007.08,459.85,2775
4.41,42.07,68.85,1005.54,488.36,2776
15.82,44.88,78.88,1018.59,461.9,2777
24.65,72.43,90.05,1007.99,437.59,2778
19.02,52.72,51.9,1025.44,461.57,2779
23.32,69.13,91.84,1010.75,435.27,2780
23.99,68.12,70.68,1012.92,437.14,2781
