target_cooler_condition,target_valve_condition,target_internal_pump_leakage,target_hydraulic_accumulator,ID_stable_flag,feature_ps1_mean,feature_ps1_std,feature_ps1_min,feature_ps1_max,feature_ps2_mean,feature_ps2_std,feature_ps2_min,feature_ps2_max,feature_fs1_mean,feature_fs1_std,feature_fs1_min,feature_fs1_max,feature_ts1_mean,feature_ts1_std,feature_ts1_min,feature_ts1_max,feature_vs1_mean,feature_vs1_std,feature_vs1_min,feature_vs1_max,feature_eps1_mean,feature_eps1_std,feature_eps1_min,feature_eps1_max,intermediate_ps3_mean,intermediate_ps3_std,intermediate_ps3_min,intermediate_ps3_max,intermediate_ps4_mean,intermediate_ps4_std,intermediate_ps4_min,intermediate_ps4_max,intermediate_ps5_mean,intermediate_ps5_std,intermediate_ps5_min,intermediate_ps5_max,intermediate_ps6_mean,intermediate_ps6_std,intermediate_ps6_min,intermediate_ps6_max,intermediate_fs2_mean,intermediate_fs2_std,intermediate_fs2_min,intermediate_fs2_max,intermediate_ts2_mean,intermediate_ts2_std,intermediate_ts2_min,intermediate_ts2_max,intermediate_ts3_mean,intermediate_ts3_std,intermediate_ts3_min,intermediate_ts3_max,intermediate_ts4_mean,intermediate_ts4_std,intermediate_ts4_min,intermediate_ts4_max,intermediate_ce_mean,intermediate_ce_std,intermediate_ce_min,intermediate_ce_max,intermediate_cp_mean,intermediate_cp_std,intermediate_cp_min,intermediate_cp_max,intermediate_se_mean,intermediate_se_std,intermediate_se_min,intermediate_se_max,ID_cycle
3,100,0,100,1,160.21918,19.861986,141.25,190.36,84.278534,56.50418,0.0,165.96,5.38495,3.8427455,0.0,20.313,55.955738,0.22129057,55.52,56.348,0.6990001,0.1271018,0.597,0.949,2435.7585,260.78012,2187.8,2833.8,2.0315974,0.16109316,1.773,4.078,0.0,0.0,0.0,0.0,8.473462,0.021799156,8.425,8.524,8.421754,0.021114208,8.377,8.471,9.050406,0.02176823,8.988,9.129,60.734463,0.06061479,60.586,60.832,57.53509,0.030212205,57.508,57.617,51.409966,0.12829277,51.152,51.574,19.504133,0.47183353,18.953,20.477,1.4947665,0.036525503,1.447,1.569,70.37687,3.8071368,57.69,80.708,472
3,100,0,100,1,160.2502,19.842133,141.29,190.35,84.30767,56.51361,0.0,165.98,5.3896837,3.8285427,0.0,20.348,55.937073,0.21962206,55.516,56.25,0.6873334,0.13761985,0.576,1.052,2436.391,260.89185,2187.8,2833.6,2.0284376,0.15672389,1.781,4.109,0.0,0.0,0.0,0.0,8.47402,0.02194066,8.429,8.526,8.423202,0.021397505,8.375,8.479,9.045915,0.021976138,8.984,9.103,60.72977,0.063332886,60.582,60.84,57.5302,0.059296336,57.434,57.617,51.289104,0.21354266,50.996,51.562,19.871202,0.6739979,18.972,20.973,1.5213332,0.05313777,1.458,1.613,70.28907,3.8380754,57.738,80.692,473
3,100,0,100,1,160.21555,19.858912,141.25,190.34,84.27621,56.492157,0.0,165.96,5.384236,3.8434362,0.0,20.438,55.895664,0.21149604,55.508,56.187,0.6655,0.0974894,0.581,0.916,2436.9624,261.41425,2188.0,2837.8,2.0294523,0.1521052,1.773,4.047,0.0,0.0,0.0,0.0,8.47586,0.021456549,8.432,8.521,8.424283,0.020901408,8.377,8.476,9.05236,0.020785352,8.983,9.112,60.71657,0.06417125,60.586,60.812,57.505997,0.059603754,57.434,57.609,51.330338,0.14952335,51.129,51.551,19.667133,0.5130404,18.875,20.505,1.5065334,0.040620793,1.45,1.577,70.31527,3.8166635,57.959,80.861,474
3,100,0,100,1,160.22884,19.881775,141.23,190.41,84.263054,56.498882,0.0,166.02,5.385686,3.8442552,0.0,20.351,55.87676,0.22399521,55.516,56.184,0.65843326,0.08173317,0.589,0.845,2437.876,260.84534,2186.0,2837.0,2.018922,0.15731531,1.758,4.102,0.0,0.0,0.0,0.0,8.475868,0.022001386,8.432,8.524,8.424911,0.021447517,8.378,8.479,9.053297,0.021681268,8.993,9.113,60.705166,0.06285669,60.566,60.793,57.48973,0.066077426,57.371,57.617,51.223164,0.118567355,51.086,51.48,19.9746,0.36268675,19.251,20.496,1.53,0.027045652,1.481,1.58,70.3569,3.7666118,57.749,80.432,475
3,100,2,100,1,172.58032,22.084988,140.72,190.38,97.39519,68.13958,0.0,166.11,2.9988308,3.642581,0.0,20.381,55.85939,0.2034992,55.508,56.184,0.67286664,0.050101053,0.595,0.739,2632.5183,294.29733,2214.0,2871.4,1.2510219,0.82270545,0.531,9.75,0.0,0.0,0.0,0.0,8.472333,0.02252621,8.422,8.524,8.420896,0.02188147,8.37,8.479,9.046631,0.021306831,8.991,9.109,60.10127,0.09693069,59.973,60.324,57.48064,0.08077165,57.367,57.609,51.0445,0.046752516,50.965,51.16,20.511469,0.28927776,20.019,21.008,1.5684333,0.024831016,1.527,1.611,32.5569,29.419636,10.352,92.44,476
3,73,2,100,0,172.952,21.888723,140.75,189.88,96.217926,68.73798,0.0,165.65,2.9095943,3.6223857,0.0,20.444,55.83693,0.19875856,55.504,56.172,0.71889997,0.042299997,0.642,0.771,2635.5945,291.57162,2212.0,2861.8,1.2515712,0.8190077,0.555,9.914,0.0,0.0,0.0,0.0,8.476103,0.022194143,8.428,8.526,8.425391,0.02147567,8.377,8.472,9.049127,0.020995503,8.983,9.114,59.8517,0.10746182,59.727,60.094,57.444836,0.042724814,57.359,57.527,51.117996,0.091055445,50.969,51.246,20.151703,0.32790083,19.607,20.699,1.5430665,0.028332476,1.497,1.596,32.640766,29.36799,10.472,92.36,477
3,73,2,100,0,172.94131,21.867788,140.74,189.82,96.20804,68.71162,0.0,165.69,2.9282131,3.6094346,0.0,20.343,55.84923,0.20849031,55.508,56.176,0.7206333,0.044978134,0.638,0.772,2633.2756,291.39886,2210.0,2863.6,1.2579815,0.820116,0.547,9.742,0.0,0.0,0.0,0.0,8.468269,0.022668697,8.422,8.521,8.417888,0.02201635,8.37,8.472,9.035516,0.022219721,8.964,9.096,59.70914,0.111413844,59.594,60.004,57.51564,0.09909161,57.367,57.625,51.15887,0.15282872,50.988,51.445,20.172066,0.70691943,18.942,21.003,1.5482,0.056456704,1.452,1.617,32.804802,29.59222,10.57,94.177,478
3,73,2,100,0,172.92424,21.902996,140.71,189.93,96.25602,68.69156,0.0,165.79,2.896705,3.6014028,0.0,20.027,55.842068,0.22577053,55.418,56.184,0.7216334,0.0464618,0.637,0.768,2632.635,291.92896,2208.0,2859.6,1.2515064,0.82078874,0.531,9.727,0.0,0.0,0.0,0.0,8.467159,0.022431161,8.42,8.521,8.417711,0.021670336,8.37,8.47,9.035424,0.021229044,8.966,9.11,59.59351,0.13608715,59.426,59.918,57.55754,0.08079938,57.434,57.707,51.356503,0.16596161,51.082,51.574,19.704369,0.66774553,18.778,20.685,1.5112666,0.055207442,1.437,1.6,32.723637,29.546032,10.501,93.55,479
3,73,2,100,0,172.90787,21.898415,140.66,189.85,96.22594,68.67223,0.0,165.61,2.9132829,3.6113026,0.0,20.394,55.888897,0.21180804,55.52,56.176,0.7209333,0.044889443,0.639,0.781,2632.4985,291.35657,2205.8,2863.2,1.2473677,0.82739574,0.523,9.797,0.000422,0.014304643,0.0,0.627,8.465285,0.022413611,8.415,8.516,8.415709,0.021801839,8.368,8.467,9.030832,0.0203109,8.969,9.079,59.5399,0.14702584,59.418,59.918,57.646255,0.0443283,57.586,57.707,51.053223,0.04242381,50.988,51.148,20.819998,0.13419163,20.593,21.138,1.6027334,0.012958734,1.58,1.632,32.713,29.47909,10.532,93.376,480
3,73,2,100,0,172.91258,21.88456,140.75,189.83,96.27999,68.66487,0.0,165.62,2.8982356,3.601254,0.0,20.178,55.899834,0.22697195,55.508,56.184,0.71930003,0.042868134,0.637,0.776,2632.6316,291.491,2210.0,2860.6,1.2529725,0.8238633,0.547,9.75,8.566667e-05,0.004087175,0.0,0.221,8.459921,0.02274901,8.413,8.511,8.411268,0.021942453,8.363,8.47,9.02311,0.020517742,8.971,9.081,59.517677,0.14696725,59.406,59.902,57.69454,0.08191764,57.598,57.805,51.494827,0.08608631,51.246,51.578,19.5651,0.24943133,19.081,20.168,1.5071334,0.020563297,1.471,1.549,32.657204,29.429945,10.447,92.732,481
3,73,2,100,0,172.88208,21.922308,140.61,189.8,96.207596,68.70672,0.0,165.59,2.9025993,3.6114247,0.0,20.373,55.951466,0.24128908,55.516,56.242,0.71353346,0.0417043,0.634,0.766,2632.8416,291.80298,2207.6,2863.6,1.2465909,0.8133171,0.531,9.766,0.006559667,0.07569507,0.0,1.869,8.454083,0.02244989,8.406,8.502,8.404761,0.021472534,8.357,8.453,9.016539,0.02103287,8.956,9.069,59.536762,0.15669523,59.414,59.902,57.748363,0.05006921,57.676,57.852,51.200634,0.04956007,51.141,51.324,20.6983,0.28145033,20.172,21.059,1.5929999,0.023426486,1.546,1.628,32.6439,29.386866,10.475,92.464,482
3,73,2,100,0,172.89986,21.936066,140.56,189.88,96.16967,68.71388,0.0,165.62,2.9040728,3.6220682,0.0,20.479,56.019142,0.23240905,55.609,56.395,0.7261334,0.041497584,0.649,0.766,2630.6318,292.06015,2205.8,2859.4,0.75709426,0.07465084,0.477,0.992,0.002610333,0.024760611,0.0,0.466,8.449952,0.023043605,8.396,8.51,8.401682,0.022142371,8.347,8.459,9.004569,0.021115525,8.931,9.068,59.45547,0.04905497,59.414,59.605,57.856724,0.07009052,57.785,57.973,51.529003,0.08115509,51.402,51.656,19.887499,0.22741914,19.323,20.501,1.5338331,0.020088283,1.486,1.597,10.925433,0.24665193,10.5,11.149,483
3,73,2,100,0,173.76357,21.777155,140.02,189.83,96.177284,68.90733,0.0,165.45,2.9106078,3.6162252,0.0,19.584,56.028133,0.30541593,55.508,56.395,0.78713334,0.046374362,0.696,0.868,2646.8027,289.6342,2205.0,2861.6,1.2081008,0.8211529,0.437,9.852,0.0,0.0,0.0,0.0,8.438888,0.022528196,8.389,8.488,8.391153,0.021742841,8.345,8.438,8.991786,0.022062577,8.933,9.064,59.49717,0.15979193,59.352,59.895,58.049664,0.059753593,57.953,58.141,51.42919,0.06991081,51.324,51.664,20.668768,0.25000766,19.944,20.973,1.6060001,0.021460036,1.546,1.634,32.7208,29.493732,10.567,92.887,484
3,73,2,100,0,172.90045,21.839884,140.61,189.82,96.296326,68.67234,0.0,165.64,2.9194758,3.6089725,0.0,20.283,56.13757,0.24483414,55.691,56.426,0.72333336,0.044262353,0.641,0.774,2627.9363,291.34924,2205.6,2853.4,1.2096736,0.829073,0.359,9.797,0.0,0.0,0.0,0.0,8.437741,0.022557385,8.389,8.487,8.388996,0.021606363,8.344,8.441,8.988551,0.021879988,8.921,9.058,59.55927,0.1758072,59.406,59.969,58.073063,0.06908379,57.945,58.195,51.9458,0.04853145,51.895,52.066,19.116402,0.13600498,18.871,19.36,1.4842331,0.013918053,1.458,1.517,32.66613,29.387608,10.603,92.835,485
3,73,2,100,0,172.76465,21.930191,140.52,189.72,96.17888,68.6026,0.0,165.66,2.9048896,3.6045735,0.0,20.361,56.20534,0.2533188,55.723,56.52,0.71893334,0.04177873,0.644,0.757,2625.0234,291.957,2201.8,2853.8,1.2032472,0.82150954,0.398,9.875,0.00046066666,0.009063708,0.0,0.265,8.431578,0.022452097,8.389,8.482,8.384175,0.021505974,8.335,8.431,8.97726,0.022287646,8.916,9.039,59.66533,0.16938378,59.508,60.082,58.18947,0.08210553,58.031,58.297,51.901394,0.103067406,51.719,52.094,19.541233,0.51355046,18.561,20.51,1.5198666,0.044064157,1.435,1.612,32.706066,29.309212,10.673,92.439,486
3,80,2,100,0,172.55083,22.028631,140.47,189.71,96.56715,68.39062,0.0,165.63,2.9721391,3.685659,0.0,19.518,56.3142,0.23443665,55.934,56.664,0.7183666,0.039524246,0.642,0.762,2623.6934,293.28842,2201.8,2853.6,1.2186588,0.82242113,0.477,9.656,0.020923657,0.101490624,0.0,1.498,8.4342985,0.023013577,8.385,8.491,8.3877,0.022103347,8.339,8.448,8.982352,0.021922613,8.928,9.042,59.757435,0.17203596,59.609,60.195,58.1506,0.09888476,58.035,58.305,52.08913,0.030451987,51.988,52.152,18.8727,0.26312014,18.335,19.334,1.4668,0.024755338,1.424,1.509,32.76693,29.566998,10.597,94.157,487
3,80,2,100,0,172.50323,22.035517,140.38,189.69,96.522934,68.3828,0.0,165.59,2.967512,3.6316876,0.0,19.459,56.397842,0.2313866,56.0,56.836,0.7164001,0.039307844,0.644,0.766,2623.7556,292.6427,2203.8,2855.4,1.1986566,0.8241773,0.477,9.773,0.011779001,0.13607593,0.0,3.701,8.428649,0.022778157,8.377,8.483,8.382663,0.021613535,8.335,8.432,8.975658,0.024363454,8.904,9.042,59.812073,0.16852015,59.664,60.242,58.2871,0.07052945,58.184,58.383,52.150402,0.025254468,52.086,52.18,19.066597,0.19898409,18.713,19.362,1.4856999,0.017701501,1.454,1.51,32.6861,29.318863,10.646,92.667,488
3,80,2,100,0,172.52327,22.03922,140.35,189.77,96.52504,68.38765,0.0,165.66,2.9748123,3.6599886,0.0,19.574,56.446712,0.23475213,56.016,56.809,0.71669996,0.042914752,0.646,0.77,2623.4656,292.61365,2203.8,2853.6,1.206914,0.8237644,0.5,9.883,0.0,0.0,0.0,0.0,8.429068,0.022767685,8.38,8.484,8.382068,0.021949977,8.335,8.435,8.974836,0.023190232,8.904,9.06,59.865765,0.17552151,59.684,60.324,58.287964,0.06922519,58.203,58.383,52.237103,0.007764144,52.219,52.258,18.795933,0.19130109,18.564,19.108,1.4626333,0.018391088,1.438,1.492,32.869396,29.72056,10.663,95.607,489
3,80,2,100,0,172.51857,22.032993,140.45,189.75,96.551414,68.379425,0.0,165.56,2.979653,3.679339,0.0,19.523,56.541183,0.21399137,56.176,56.891,0.7128334,0.042704478,0.634,0.754,2624.8335,293.0898,2204.0,2855.6,1.2136275,0.826646,0.492,10.094,0.0,0.0,0.0,0.0,8.424765,0.022343587,8.375,8.483,8.378581,0.021685932,8.33,8.429,8.969824,0.020498974,8.909,9.029,59.92814,0.17252275,59.754,60.336,58.378487,0.084100544,58.203,58.465,52.272236,0.038274404,52.219,52.328,18.980265,0.21596482,18.546,19.264,1.4753002,0.021263655,1.441,1.502,32.8042,29.528118,10.633,94.159,490
3,80,2,100,0,172.54443,22.049665,140.38,189.75,96.56188,68.35275,0.0,165.56,2.9722166,3.6645746,0.0,19.55,56.58743,0.25232598,56.172,56.934,0.70926666,0.044115707,0.63,0.767,2624.7686,292.6773,2204.0,2855.6,1.203461,0.82588506,0.453,9.633,0.0,0.0,0.0,0.0,8.422859,0.022429189,8.377,8.477,8.377423,0.021897627,8.33,8.432,8.969019,0.023113271,8.896,9.031,59.97807,0.17335728,59.824,60.406,58.41836,0.08608248,58.277,58.543,52.323097,0.008915567,52.305,52.344,18.90043,0.22259018,18.531,19.264,1.4729333,0.02250175,1.431,1.512,32.776733,29.57812,10.624,94.449,491
3,80,2,100,0,172.53438,22.055513,140.4,189.74,96.50972,68.35761,0.0,165.56,2.9725938,3.689746,0.0,19.938,56.632042,0.23942117,56.168,56.934,0.7200666,0.042023752,0.642,0.765,2624.0933,293.1106,2204.0,2855.6,1.2083894,0.8161904,0.453,9.75,0.0,0.0,0.0,0.0,8.421005,0.022331115,8.373,8.472,8.3745,0.021750784,8.325,8.427,8.964608,0.020692946,8.907,9.021,60.022,0.17327012,59.891,60.445,58.4774,0.063022815,58.367,58.543,52.33097,0.023784108,52.305,52.41,19.075705,0.179243,18.801,19.307,1.488633,0.017323367,1.457,1.515,32.801468,29.566822,10.674,94.354,492
3,80,2,100,0,172.5922,21.985611,140.52,189.77,96.58496,68.375435,0.0,165.52,2.9536057,3.615517,0.0,19.363,56.69837,0.21664214,56.262,57.027,0.7146666,0.040061902,0.645,0.766,2623.1228,292.76855,2202.0,2853.6,1.2040739,0.8250093,0.437,9.898,0.0,0.0,0.0,0.0,8.41743,0.022102982,8.37,8.463,8.371518,0.02143192,8.319,8.418,8.960298,0.022377256,8.894,9.019,60.0569,0.18349749,59.902,60.48,58.496334,0.086076096,58.379,58.629,52.338806,0.0322357,52.305,52.418,19.092634,0.19352888,18.767,19.489,1.4901332,0.019603966,1.458,1.523,32.824535,29.562916,10.723,94.571,493
3,80,2,100,0,172.50534,22.059402,140.38,189.77,96.50875,68.32412,0.0,165.65,2.9640496,3.623292,0.0,19.539,56.74437,0.22636496,56.344,57.078,0.7200667,0.043913495,0.637,0.768,2623.9294,294.0349,2201.6,2853.6,1.2017173,0.81435174,0.453,9.477,0.32850048,0.72866434,0.0,4.527,8.412371,0.021831086,8.363,8.462,8.366483,0.021310927,8.317,8.417,8.954026,0.020719713,8.897,9.007,60.106358,0.1952387,59.91,60.57,58.56073,0.070458174,58.437,58.652,52.406967,0.023367526,52.371,52.488,19.011564,0.22268252,18.526,19.319,1.4834332,0.020351382,1.442,1.509,32.863667,29.60997,10.687,94.946,494
3,80,2,100,0,159.62234,20.098484,140.29,189.72,83.02104,56.43728,0.0,165.46,5.1313233,3.7711024,0.0,20.291,56.84043,0.27459815,56.41,57.238,0.68173337,0.053001218,0.626,0.771,2453.647,264.7325,2201.8,2857.6,1.8651292,0.15630673,1.609,3.984,0.0,0.0,0.0,0.0,8.419771,0.021889722,8.366,8.472,8.37303,0.021224141,8.323,8.42,8.963567,0.02170495,8.911,9.016,60.960903,0.074632026,60.75,61.047,58.48619,0.051221065,58.445,58.621,52.4854,0.0071434933,52.469,52.5,18.5857,0.14633381,18.42,18.945,1.4500667,0.015123784,1.435,1.488,65.937996,3.8918922,53.028,76.385,495
3,80,2,100,0,172.50107,22.05532,140.43,189.77,96.54436,68.308014,0.0,165.54,2.9641645,3.6260972,0.0,19.376,56.77943,0.2197637,56.402,57.105,0.6791667,0.04632572,0.599,0.738,2623.8506,294.19778,2201.6,2855.6,1.1967205,0.8237376,0.437,9.719,0.0,0.0,0.0,0.0,8.415515,0.022000125,8.365,8.464,8.368863,0.021323612,8.32,8.417,8.957412,0.020717833,8.892,9.009,60.52697,0.14001514,60.355,60.867,58.553997,0.03520042,58.52,58.648,52.489403,0.009666381,52.473,52.504,18.740168,0.102243915,18.638,19.054,1.4638,0.009703611,1.451,1.492,32.80263,29.471148,10.688,94.044,496
3,90,2,100,0,172.33495,22.118004,140.4,189.73,96.9302,68.0998,0.0,165.57,3.0034866,3.6766424,0.0,19.256,56.86343,0.22031026,56.426,57.195,0.7112,0.044576824,0.638,0.762,2621.3877,295.12222,2200.0,2853.4,1.2070498,0.8320706,0.383,9.883,0.0,0.0,0.0,0.0,8.415218,0.02185862,8.37,8.464,8.36823,0.02146307,8.321,8.417,8.95613,0.022149792,8.894,9.012,60.43954,0.14554225,60.316,60.832,58.581837,0.041505884,58.52,58.629,52.49424,0.010219967,52.469,52.512,18.804268,0.1063352,18.642,18.938,1.4691335,0.0097868405,1.453,1.483,32.727665,29.316633,10.666,92.93,497
3,90,2,100,0,172.37909,22.112354,140.41,189.8,96.913284,68.13847,0.0,165.52,3.0026336,3.6804469,0.0,19.426,56.9121,0.21707176,56.527,57.266,0.7099667,0.04497072,0.624,0.758,2622.4807,294.40878,2202.0,2853.8,1.2229439,0.84141403,0.398,9.719,0.0,0.0,0.0,0.0,8.414604,0.022097945,8.356,8.46,8.368584,0.02165674,8.32,8.415,8.957599,0.023500748,8.889,9.026,60.399044,0.15370947,60.195,60.793,58.625195,0.053349514,58.527,58.715,52.495033,0.009603646,52.477,52.512,18.896633,0.12924616,18.674,19.15,1.4794335,0.012497151,1.455,1.505,32.80233,29.52801,10.608,94.412,498
3,90,2,100,0,172.34161,22.115505,140.39,189.74,96.90198,68.09999,0.0,165.79,3.0135145,3.697193,0.0,19.569,56.942905,0.24235071,56.516,57.25,0.71513337,0.04243483,0.634,0.765,2620.9646,294.98962,2202.0,2854.4,0.7236874,0.1451372,0.344,1.078,0.0,0.0,0.0,0.0,8.409833,0.023002611,8.356,8.468,8.366103,0.022033818,8.315,8.42,8.945377,0.02578335,8.844,9.022,60.25987,0.06195051,60.168,60.379,58.580166,0.07228605,58.445,58.719,52.484806,0.008938094,52.461,52.504,18.851963,0.21525049,18.484,19.303,1.4704998,0.0185432,1.435,1.508,11.154466,0.2788632,10.72,11.397,499
3,90,2,100,0,173.1847,21.968277,140.53,189.75,96.936966,68.33646,0.0,165.64,2.9895,3.6340723,0.0,18.859,56.961563,0.29856968,56.422,57.289,0.76973325,0.054553304,0.671,0.846,2634.0837,290.85675,2200.0,2850.4,1.2042581,0.8256949,0.437,9.992,0.0019626666,0.022926284,0.0,0.441,8.398283,0.022035446,8.351,8.45,8.355059,0.021468526,8.307,8.411,8.927753,0.024601998,8.862,8.985,60.242435,0.17604895,60.078,60.652,58.833324,0.11084874,58.621,58.961,52.554337,0.016371513,52.484,52.574,19.280201,0.2686349,18.784,19.665,1.5103334,0.025813857,1.462,1.549,32.773136,29.410076,10.712,93.367,500
3,90,2,100,0,172.24146,22.140446,140.26,189.69,96.84212,68.112,0.0,165.56,3.004753,3.693814,0.0,19.934,56.950497,0.23254067,56.52,57.301,0.70780003,0.044241313,0.627,0.762,2617.6753,294.76068,2196.0,2851.4,1.2118963,0.81885123,0.422,9.781,0.11616204,0.31126827,0.0,1.955,8.39926,0.02180629,8.351,8.446,8.357119,0.021384403,8.305,8.415,8.93111,0.023691947,8.857,8.996,60.302,0.18160248,60.137,60.73,58.866467,0.033291254,58.777,58.957,52.6649,0.03195357,52.633,52.727,18.967934,0.1265638,18.751,19.107,1.4913334,0.010533531,1.473,1.509,32.8168,29.447914,10.765,93.842,501
3,90,2,100,0,172.22983,22.150347,140.16,189.71,96.853424,68.122345,0.0,165.56,2.9913135,3.648541,0.0,19.139,57.0988,0.24143544,56.641,57.445,0.7089667,0.04598368,0.624,0.762,2618.6428,294.8051,2197.8,2849.4,1.2115813,0.8324714,0.398,9.82,0.0,0.0,0.0,0.0,8.402651,0.02195164,8.354,8.45,8.360173,0.021332344,8.311,8.407,8.931209,0.023911038,8.869,8.993,60.379135,0.16687982,60.219,60.805,58.847973,0.044706542,58.785,58.898,52.649666,0.022353971,52.617,52.727,18.991602,0.11418332,18.783,19.174,1.4908668,0.012459895,1.47,1.509,32.769566,29.373537,10.725,93.136,502
3,90,2,100,0,172.24927,22.132355,140.17,189.88,96.86952,68.13052,0.0,165.52,3.004192,3.7004333,0.0,20.128,57.162468,0.22043166,56.781,57.461,0.7047667,0.0462217,0.618,0.757,2619.353,295.23532,2197.8,2853.4,1.1975337,0.81176144,0.5,9.672,0.0,0.0,0.0,0.0,8.401042,0.02235571,8.352,8.453,8.359467,0.021893917,8.311,8.417,8.929926,0.023690062,8.855,8.993,60.43553,0.17605205,60.281,60.91,58.849934,0.059065353,58.703,58.977,52.712296,0.030102653,52.621,52.738,18.781567,0.17969291,18.361,19.114,1.4755001,0.017252542,1.435,1.508,32.886738,29.580717,10.738,94.843,503
3,90,2,100,0,172.26808,22.108137,140.27,189.92,96.87608,68.13525,0.0,165.49,2.9941566,3.6570659,0.0,19.267,57.197803,0.22614186,56.789,57.527,0.70360005,0.040783647,0.628,0.752,2617.7124,294.5724,2197.8,2847.8,1.1954956,0.8219472,0.492,9.852,0.0,0.0,0.0,0.0,8.401323,0.02232513,8.351,8.46,8.359914,0.022244262,8.303,8.415,8.930175,0.024418304,8.858,9.001,60.476692,0.18505414,60.336,60.922,58.881733,0.079597905,58.773,59.066,52.71844,0.012004757,52.687,52.738,18.874533,0.22338879,18.538,19.38,1.4835664,0.020660244,1.456,1.529,32.827896,29.445461,10.777,94.073,504
3,90,2,100,0,172.23724,22.162287,140.2,189.66,96.895874,68.098366,0.0,165.49,2.9847906,3.631062,0.0,19.239,57.1879,0.2336218,56.785,57.516,0.7067999,0.04861508,0.628,0.768,2618.8044,294.73312,2198.8,2861.8,1.1972991,0.82506406,0.437,9.773,0.0,0.0,0.0,0.0,8.394824,0.021706508,8.346,8.443,8.352575,0.021876238,8.307,8.406,8.917889,0.025773406,8.823,8.979,60.507095,0.18855661,60.336,60.926,58.94903,0.08348623,58.863,59.094,52.729733,0.013283754,52.699,52.762,18.991833,0.2534349,18.68,19.404,1.4958332,0.026286975,1.462,1.54,32.9157,29.63076,10.742,95.11,505
3,90,2,100,0,172.30685,22.034956,140.38,189.66,96.93831,68.145546,0.0,165.59,3.0092678,3.702624,0.0,20.479,57.24396,0.22939385,56.809,57.543,0.7034666,0.046411015,0.608,0.758,2620.6362,293.56308,2202.0,2855.0,1.1948832,0.82351655,0.445,9.828,0.0,0.0,0.0,0.0,8.397925,0.02127915,8.353,8.443,8.354451,0.021267675,8.306,8.401,8.917745,0.022856764,8.851,8.991,60.5423,0.17929049,60.352,60.937,58.99467,0.07419544,58.867,59.074,52.74491,0.019070692,52.715,52.816,19.050932,0.20924366,18.534,19.338,1.5025333,0.01938683,1.467,1.53,32.852303,29.471722,10.783,94.113,506
3,100,2,100,0,172.22562,22.08291,140.44,189.69,97.26278,67.98199,0.0,165.59,2.990795,3.6179266,0.0,20.201,57.255894,0.22659318,56.852,57.539,0.7031667,0.04871488,0.614,0.76,2620.1714,293.91852,2202.0,2851.4,1.193347,0.8205556,0.477,9.656,0.0,0.0,0.0,0.0,8.396473,0.021752642,8.349,8.448,8.35169,0.021683065,8.304,8.401,8.915104,0.024948312,8.829,8.983,60.575638,0.18161197,60.391,61.016,59.010826,0.08445223,58.863,59.125,52.747944,0.025711065,52.707,52.816,19.063166,0.24345137,18.454,19.368,1.5015334,0.022442121,1.447,1.532,32.787365,29.415043,10.722,93.567,507
3,100,2,100,0,172.15396,22.173307,140.26,189.69,97.17703,67.94829,0.0,165.56,2.998692,3.628942,0.0,20.412,57.246162,0.23681155,56.824,57.531,0.70273334,0.043797202,0.622,0.76,2617.553,294.69052,2200.0,2851.4,1.1912614,0.8178153,0.453,9.633,0.0,0.0,0.0,0.0,8.394902,0.022490611,8.347,8.453,8.349349,0.022286389,8.299,8.41,8.911779,0.027333906,8.842,8.987,60.60773,0.17592514,60.422,61.016,59.003002,0.07295072,58.863,59.125,52.813965,0.010137351,52.789,52.832,18.921766,0.19120106,18.538,19.157,1.4846,0.01911649,1.443,1.512,32.806202,29.396063,10.75,93.699,508
3,100,2,100,0,172.16467,22.103996,140.38,189.73,97.20677,67.93397,0.0,165.59,2.9832973,3.6122115,0.0,20.276,57.31206,0.22136168,56.852,57.609,0.7040333,0.047292348,0.618,0.76,2615.8003,293.57758,2200.0,2848.6,1.1928307,0.8336598,0.492,9.82,0.0,0.0,0.0,0.0,8.394164,0.022016766,8.344,8.452,8.350129,0.021897564,8.302,8.401,8.908127,0.022640634,8.844,8.959,60.62083,0.1766472,60.445,61.051,59.077805,0.08070618,58.949,59.207,52.774624,0.037211914,52.715,52.832,19.233698,0.24337952,18.751,19.665,1.5145667,0.022284055,1.471,1.549,32.8775,29.48987,10.77,94.402,509
3,100,2,100,0,172.15271,22.122864,140.34,189.99,97.14077,67.970535,0.0,165.64,2.9821749,3.614798,0.0,20.146,57.362164,0.21053492,56.957,57.676,0.69710004,0.04298322,0.626,0.768,2618.0645,294.33957,2202.0,2852.0,1.1963615,0.8338015,0.422,9.805,0.00030566668,0.009181882,0.0,0.366,8.39498,0.021792019,8.344,8.446,8.34881,0.021872362,8.303,8.4,8.913266,0.02651811,8.814,8.975,60.662533,0.1757057,60.5,61.086,59.071335,0.05791681,58.945,59.137,52.819607,0.01059407,52.793,52.84,19.060799,0.15208848,18.751,19.245,1.5012336,0.016013905,1.468,1.523,32.921333,29.542593,10.814,95.096,510
